GenSymb	LAU125_TPM	LAU355_TPM	LAU1255_TPM	LAU1314_TPM
YARS	51.74	39.84	33.78	51.16
MIR3605	93.1	17.55	56.87	22.29
CDCA8	11.14	6.37	5.36	14.36
GNL2	89.92	45.44	60.73	53.34
AGO4	5.59	8.76	5.53	9.14
HOOK1	4.57	6.49	5.12	6.74
CYP2J2	5.41	0.87	3.3	1.09
BTF3L4	74.44	60.1	50.06	61.65
ZCCHC11	22.03	40.42	17.19	40.93
PRPF38A	52.75	35.39	24.68	45.89
DSC2	0.13	1.74	1.17	0.36
DSG3	0.02	0.01	0	0.11
RNF138	24.42	37.96	22.67	36.27
ELP2	31.56	17.03	18.67	23.91
DSG1	0	0	0	0
DSC3	0	0.06	0.01	0.1
DSC1	0.01	0.34	0.05	0.43
DTNA	0.59	0.07	2.17	0.12
FHOD3	0.72	0.3	2.12	0.89
TPGS2	50.21	19.49	44.39	37.88
DAGLA	1.72	0.1	0.19	0.02
SLC43A3	116.65	19.1	105.44	25.54
TIMM10	53.9	26.12	68.28	40.31
GIF	0	0	0	0
DHX34	2.69	3.44	1.99	3.33
APLNR	0	0	0	0
FADS2	272.72	4.11	5.57	2.73
MIR611	95.31	60.75	56.42	78.86
TCN1	78.56	0.08	14.29	0.96
C5AR2	0.02	0.34	0.23	0.1
TMEM165	38.6	28.51	28.98	31.22
CLOCK	10.13	8.34	5.47	4.53
PDGFRA	0.35	0.12	0.67	0.23
GGACT	1.94	3.97	2.16	2.92
COL4A2	2.55	0	5.48	0.04
CLDN10	0.38	0.01	0.03	0.01
DZIP1	5.63	0.02	1.54	0.21
UBAC2	23.09	55.27	28.97	52.15
ARGLU1	40.22	44.21	31.94	36.67
BIVM	11.01	3.74	1.95	3.43
ERCC5	15.06	73.21	30.11	66.57
TPP2	14.6	23.29	14.22	23.31
KDELC1	6.04	0.44	0.58	0.65
CARS2	23.84	14.19	14.37	18.41
ARHGAP32	16.33	2.84	2.83	5.03
STT3A	125.84	54.39	61.92	60.91
ADAMTS8	0	0	0	0.02
ACRV1	0.17	0.06	0	0.03
ETS1	179.38	452.62	109.05	397.49
SLC37A2	1.48	6.06	5.41	3.74
KLB	0.03	0.07	0.02	0.08
TMED7	70.75	26.14	41.7	35.5
APC	12.73	11.53	7.49	13.01
NREP	7.78	7.25	2.4	11.83
WDR36	15.16	8.68	6.26	9.69
OSTF1	33.31	81.25	35.95	90.44
RFK	13.91	13.6	11.63	19.98
UBQLN1	40.51	76.32	38.05	86.03
NAA35	8.1	10.53	5.23	8.83
C9orf40	1.74	1.63	1.02	3.15
ANXA1	162.96	113.13	406.77	70.53
CTSL	396.98	126.05	718.41	8.98
TMEM2	9.33	35.62	14.52	41.2
AGTPBP1	3.27	12.41	5.24	14.81
GOLM1	40.26	3.03	21.77	3.78
FAM189A2	6.19	0.03	5.86	0.17
PSAT1	76.1	3.44	20.3	7.29
ISCA1	30.63	28.3	31.06	21.86
ADAM19	1.01	38.12	5.46	42.68
HAVCR2	1.52	14.39	29.4	10.2
CCNJL	0.56	0.3	0.53	0.45
TAOK3	43.95	35.65	15.4	38.96
USP30	13.99	10.27	9.84	11.6
SDS	0.25	1.56	6.04	0.32
MSI1	0.84	0.01	0.15	0
HNF1A	0.82	1.05	0.52	0.97
FBXO21	13.29	9.55	6.23	9.33
TBX3	15.41	0.02	4.23	0.28
OASL	2.41	1.79	9.42	3.52
HRK	0.34	0.65	3.93	0.42
RNFT2	0.93	0.77	0.58	0.69
P2RX4	9.21	10.1	13.12	9.16
BICDL1	0.37	9.25	10.43	8.11
DTX1	0.16	23.78	2.02	34.35
TRAFD1	19.35	29.03	18.88	29.59
DMTF1	24.9	35.05	14.15	41.15
OCM2	0	0	0	0
TMEM243	11.48	74.76	14.54	64.8
CCDC146	6.61	3.98	3.5	4.08
TMEM60	39.14	10.09	13.66	18.6
CD36	3.7	26.19	11.99	7.01
UGT2A3	0	0	0	0
CSN2	0	0	0	0
UGT2B28	0	0	0	0.05
PNPLA8	50.53	37.86	24.35	43.01
HILPDA	104.9	3.8	4.66	4.13
FAM71F1	0.02	0	0.01	0
RINT1	21.33	10.52	6.72	14.06
SRPK2	67.89	27.64	22.62	23.16
KCP	0.24	0.35	0.27	0.68
TES	76.85	46.99	15.45	61.3
MDFIC	29.79	76.95	30.61	82.7
MTO1	15.38	25.87	7.5	31.38
ADGRB3	1.74	0	0.01	0.02
ANKRD6	13.81	4.77	3.97	3.82
HTR1B	0	0	0	0
KHDC1	2.14	0.77	0.28	0.93
CEP162	4.86	2.98	1.84	3.74
SYNCRIP	162.53	111.85	59.66	150.55
SNX14	37.6	38.19	20.13	37.16
NT5E	2.93	34.56	9.71	51.76
MRAP2	1.92	0.07	0.84	0.49
EPHA7	0.01	0	0	0
AKIRIN2	19.14	37.54	23.29	31.33
ORC3	36.01	17.22	9.23	16.37
LCA5	3.57	0.24	0.76	0.38
MAP3K7	29.76	22.16	9.58	24
CGA	0	0.09	0	0
GJA10	0	0	0.03	0
PRR5L	0.81	7.44	5.4	14.45
LMO2	0.64	13.65	4.74	38.05
PHF21A	30.55	30.71	19.77	31.09
NAT10	36.7	31.6	22.02	42.89
EHF	0.57	0.6	0.38	0.42
ELF5	0.01	0.01	0	0.04
PRRG4	0.3	0.29	1.68	0.49
CAPRIN1	289.39	104.74	145.98	137.57
ATP5G2	467.44	404.19	355.89	390.74
DNAJC14	31.81	31.47	14.41	28.62
CD63	1555.38	128.33	1740.83	138.2
PRPH	1.35	0.01	0.61	0.01
AVIL	0.5	0.25	0.37	0.35
AMHR2	0.1	0	0	0.01
LACRT	0	0	0	0
GDF11	20.34	3.61	2.09	4.21
GLS2	0.89	1.72	0.54	1.43
ITGA7	1.34	0.17	4.7	0.28
TESPA1	0.77	66.11	11.56	50.68
FAM186B	0.56	0.23	0.29	0.17
RDH5	2.53	0.66	31.21	0.67
AGAP2	0.32	10.09	2.65	10.43
BLOC1S1	61.42	56.73	61.61	62.73
KRT85	0	0	0.01	0
CDK4	97.99	36.62	67.33	41.05
PPP1R1A	0	0.11	0	0.01
TROAP	13.86	2.88	9.7	7.87
TSPAN31	31.59	17.73	21.99	21.38
B4GALNT1	0.19	0.04	0.39	0.17
TFCP2	26.86	26.58	13.91	29.16
COQ10A	3.69	7.01	7.41	7.33
FAIM2	0.05	0.31	0.51	0.27
PAN2	13.34	7.73	5.39	8.88
ESPL1	1.89	1.08	1.18	2.93
KRT7	0	0	0	0.02
ZC3H10	2.65	2.55	2.46	3.63
HNRNPA1	964.83	1211.54	779.12	1348.9
SLC26A10	0.28	0	0.24	0.16
ACVR1B	9.38	4.32	5.14	4.02
OS9	192.73	83.17	117.27	84.55
MIP	0.04	0.02	0.01	0.04
KCNH3	0.02	0.11	0.04	0.12
LTV1	37.68	27.71	16.84	27.05
MAP7	6.08	1.25	1.22	1.84
CD164	198.84	160.3	89.75	207.4
LACE1	6.92	3.46	3.33	4.05
NHSL1	20.02	0.21	3.14	0.27
AHI1	9.27	6.09	4.26	6.04
HEY2	4.93	0.02	0.5	0.16
PKIB	14.19	1.57	1.27	5.35
TAAR5	0.03	0	0	0
NMBR	0.09	0	0	0
SMPD2	6.3	10.88	4.83	10.71
MICAL1	11.36	38.67	26.36	32.46
REPS1	17.22	34	11.17	28.09
STX11	0.74	6.56	16.93	5.81
TEC	0.28	6.71	2.93	7.39
PRADC1	13.64	3.49	6.74	5.32
SEMA4F	4.88	2.44	4.44	3.2
CCT7	271.45	204.46	165.24	242.93
EGR4	0.01	0.03	0.14	0.02
RAB11FIP5	6.95	2.66	5.29	1.77
SMYD5	31.7	20.59	24.51	21.83
DYSF	1.87	1.49	1.91	0.34
CCDC142	2.62	4.66	1.98	4.86
EMX1	0	0	0	0
KCNMB4	0.17	1.35	0.5	1.27
MIR6125	23.39	36.38	22.22	38.74
GNS	84.28	26.03	56.55	21.26
CPM	2.75	3.65	3.35	3.54
MDM2	84	23.29	25.29	31.09
KLHL36	4.39	9.31	3.53	9.08
BCO1	0	0	0.32	0
MPHOSPH6	24.48	13.55	16.23	21.07
CHST5	0.03	0.02	0.07	0.05
KIAA0513	1.14	0.86	1.09	0.85
DYNC1LI2	47.61	9.72	25.13	13.63
FBXL8	0.89	0.87	0.84	0.97
FHOD1	5.26	5.93	8	7.63
CCDC102A	0.91	1.39	0.96	2.14
SLC9A5	0.13	0.1	0.18	0.11
AGT	0.53	0	4.86	0.07
ZNF670-ZNF695	2.2	1.91	1.71	3.39
PCNX2	5.39	16.83	7.26	16.29
KCNK1	0.05	0.27	0.14	0.58
URB2	3.33	4.15	1.89	3.62
EGLN1	79.55	18.4	25.84	21.59
CAPN9	0.11	0.09	0.01	0.04
COG2	28.41	31.1	20.81	26.3
ABCB10	9.03	13.37	4.77	11.33
NTPCR	40.46	15.77	18.91	11.24
TAF5L	10.56	13.17	7.99	12.88
GLUL	758.29	116.94	654.55	35.1
STX6	13.32	10.9	8.22	10.34
RGS8	0	0.19	0	0.07
RNASEL	4.47	7.09	2.03	6.8
DHX9	140.74	125.1	86.02	140.46
KIAA1614	1.09	0.36	0.36	0.19
CEP350	24.4	24.04	15.07	31.75
NPL	19.79	20	25.98	4.25
FAM129A	20.94	10.42	44.04	18.62
PIGC	30.97	30.66	23.56	30.22
LAMC1	218.31	16.35	54.46	17.74
RC3H1	13	23.46	8.83	19.52
GPR55	0.16	4.55	0.41	4.83
SP110	40.99	280.96	55.37	270.38
MRPL44	41.22	20.04	57.37	23.27
CHRND	0.47	0.04	0.03	0.01
PAX3	37.91	0.01	22.25	0.43
DOCK10	24.43	62.02	31.94	44.88
TTLL4	48.58	9.86	18.23	8.39
USP37	10.33	10.23	8.61	12.72
HTR2B	11.98	0.13	0.01	0.17
ITM2C	87.87	84.23	31.37	129.37
SLC19A3	0.48	0.12	0.19	0.09
SERPINE2	1871.33	8	1140.61	128.53
DNAJB2	58	37.52	36.76	39.89
WNT10A	0.13	2.38	0.74	3.15
MIR6513	84.67	36.26	144.1	53.43
CYP27A1	79.35	3.38	41.62	1.07
EIF4E2	60.64	43.75	32.23	58.93
ARMC9	23.52	1.89	9.02	1.01
CAB39	52.69	77.68	26.75	95.19
COX5B	75.8	30.86	49.19	37.21
REV1	16.34	26.38	15.46	26.27
TSGA10	4.94	4.37	1.66	4.26
MFSD9	6.49	11.58	3.75	10.5
TMEM127	21.73	20.03	18.61	21.51
EDAR	0.02	2.6	0.17	0.41
TGFBRAP1	15.07	11.9	11.3	11.72
GCC2	35.33	59.2	26.39	51.32
MRPS9	25.46	17.25	14.66	22.61
GPR45	0.01	0	0.05	0.08
C2orf49	14.3	14.88	10.24	15.92
ANKRD36	2.35	5.9	3.76	3.08
EPC2	33.09	40.42	21.72	39.29
ARHGEF4	0.01	0.59	0.08	0.29
ISCU	92.52	96.32	63.8	94.64
ALDH1L2	20.29	0.13	7.13	0.28
STAB2	0.04	0.01	0.02	0.01
USP44	0.06	2.1	0.21	1.52
SCYL2	28.21	21.5	13.83	23.27
CKAP4	50.76	6.31	25.81	5.94
PLXNC1	98.23	11.5	52.46	9.66
APPL2	46.38	12.28	10.88	10.57
PWP1	43.75	32.17	32.93	35.95
DRAM1	5.43	3.01	11.3	1.75
KIAA1033	33.45	48.72	15.47	57.59
SLC41A2	2.89	2.71	3.75	4.07
VILL	2.03	5.56	2.87	4.29
FLNB	137.61	10.93	20.01	13.36
NEK3	1.5	5.33	1.01	2.71
PCDH8	0	0	0	0
VPS36	18	33.51	11.85	33.82
RNASEH2B	8.5	38.45	18.93	44.16
CKAP2	30.77	28.59	17.49	47.24
LECT1	0.07	0	0	0
TBC1D4	10.08	18.27	15.65	24.21
THSD1	0.05	0.25	0.05	0.1
BORA	4.42	9.42	3.37	9.81
LRCH1	9.45	21.2	7.54	18.26
SUCLA2	34.57	12.25	16.6	18.29
RCBTB1	4.46	11.87	6.67	10.07
MED4	42.94	52.71	28.88	68.48
PHF11	6.97	69.98	22.12	64.11
COG3	8.18	14.39	5.87	14.27
LMO7	19.18	16.25	3.23	28.78
SCEL	0	0	0	0.01
ITM2B	379.95	386.61	228.72	325.12
SPRY2	65.7	6.61	28.19	4.12
NUDT15	12.21	7.13	7.05	6.66
EDNRB	329.67	0.57	49.42	3.58
RCBTB2	25.43	6.06	4.99	6.82
LCP1	30.78	1197.59	379.76	1459
SETDB2	7.37	18.37	7.67	18.19
SCRN1	1.26	39.21	6.74	39.57
C7orf25	0.41	0.27	0.12	0.03
TNS3	87.7	15.28	21.82	11.16
SPDYE1	0.62	0.61	0.18	0.73
LOC101927181	1.96	2.76	2.44	3.18
IGF2BP3	6.24	3.35	2.37	7.76
GPNMB	2248.42	77.23	777.69	22.29
RAPGEF5	25.51	2.69	0.66	6.89
RAC1	434.36	133.18	211.66	145.6
KDELR2	204.9	26.6	55.32	38.58
NUPL2	33.77	19.96	17.19	20.95
IL6	3.13	30.77	9.65	28.16
ZDHHC4	59.23	26.25	25.36	26.9
AOAH	2.15	46.47	35.88	24.78
BZW2	143.04	37.44	32.95	45.03
DGKB	0.42	0.06	0.08	0.05
TBRG4	41.19	21.88	19.67	26.77
DDX56	38.08	15.52	18.04	18.83
HUS1	26.67	23.34	17.93	22.74
NACAD	3.58	0.09	0.14	0.01
MIR6837	33.86	96.9	34.01	102.63
CCM2	15.13	43.21	13.56	58.52
MYO1G	1.2	31.11	12.06	39.5
TTYH3	18.71	5.98	8.76	5.25
MMD2	0	0	0	0
CIDEB	1.64	4.23	1.1	3.97
TTC5	8.46	7	5.87	7.02
NKX2-8	0	0	0	0
NKX2-1	0	0	0	0
ZFHX2	0.25	0.12	0.25	0.05
MTHFS	48.27	17.46	23.17	24.06
ADAMTS7	0.49	0.14	0.08	0.07
ABHD17C	2.76	1.63	3.29	1.6
IREB2	18.83	15.8	7.38	18.74
ALPK3	0.4	0.04	0.08	0.06
TM6SF1	2.95	1.13	2.27	1.6
CIB2	4.19	4.13	3.1	3.78
CALCOCO2	90.22	75.81	69.07	90.28
RSAD1	14.45	14.82	10.79	13.9
NMT1	33.2	27.34	21.8	30.35
MYCBPAP	0.71	0.19	0.38	0.37
SRSF1	59.24	44.46	32.3	71.73
VEZF1	23.85	13.78	13.15	17.58
CHAD	0.23	0.61	0.09	0.58
TACO1	17.96	9.6	9.74	9.39
TEX2	35.84	7.31	21.03	6.24
DCAF7	41.27	26.55	19.6	31.32
GH2	0	0	0	0
CSH1	0	0	0	0
LIMD2	4.22	49.71	8.38	54.48
BRIP1	4.44	1.62	1.8	4.23
KAT7	56.35	45.74	29.26	42.78
RTP4	11.53	3.53	14.21	5.64
ACTL6A	63.58	25.95	38.93	40.98
NDUFB5	146.01	75.23	87	73.07
MRPL47	31.09	22.62	31.22	23.48
TRA2B	228	278.76	229.51	212.77
SCN2A	0.37	0.4	0.06	0.05
TBR1	0.01	0.02	0	0.05
7-Mar	77.47	99.4	42.93	86.2
ERMN	0.43	4.21	0.79	1.49
GALNT5	1.17	0.04	0.57	0.51
SCN7A	0.04	0.01	0.04	0.06
TANK	43.35	88.98	40.48	90.28
BLK	2.32	90.46	8.08	110.61
GATA4	0.95	0.01	0.13	0.05
SKIL	7.2	41.83	18.09	62.85
EPRS	72.11	58.32	49.64	71.04
HLX	0.7	1.64	3.54	1.54
VPS45	56.02	18.2	20.84	18.35
IL10	0.75	6.33	9.26	3.56
KCTD3	62.94	3.95	20.78	4.78
RPS6KC1	12.98	5.38	6.68	5.83
CBWD2	24.86	19.8	15.3	22.66
IL36G	0	0	0	0.04
IL1RN	4.63	4.99	24.79	3.03
IL36A	0	0.07	0.05	0.23
IL36RN	0	0	0	0
IL36B	0.07	0	0	0.02
IL1F10	0	0	0	0.08
CFC1	0	0	0	0
SMPD4	26.77	26.11	20.4	30.07
WDR33	39.73	52.15	29.43	56.57
CCDC115	24.73	26.36	15.94	32.62
SAP130	12.63	12.42	9.33	11.93
BIN1	6.62	46.66	10.14	43.63
IMP4	24.84	28.02	20.24	35.36
HS6ST1	2.24	2.89	2	3.25
UGGT1	24.26	28.78	15.94	33.87
GYPC	85.95	86.25	74.25	82.2
STAM	45.77	26.27	47.72	25.06
GAD2	0	0	0	0
ABI1	45.06	74.62	49.03	71.89
YME1L1	62.41	84.07	60.72	104.75
DNAJC1	31.74	18.66	22.06	19.16
NIPSNAP3A	6.41	11.1	6.27	12.17
LRRC8A	5	4.37	3.2	4.96
MIR2861	10.49	35.95	20.3	40.7
TXN	49.5	46.41	83.06	47.03
ODF2	17.29	27.15	14.85	37.16
KIAA0368	12.95	13.09	16.64	16.4
TOR1B	13.41	15.37	11.72	16.13
C9orf78	72.83	145.58	63.16	163.66
SMC2	14.42	9.35	6.3	21.36
KLF4	31.42	39.2	65.89	16.95
TOR1A	14.16	30.24	12.25	33.78
RALGPS1	2.61	5.27	1.4	3.66
FAM129B	23.36	0.88	2.05	0.66
OR1J1	0	0.02	0.05	0.13
OR13C9	0	0	0	0
ST6GALNAC4	1.54	12.37	2.8	11.76
TMOD1	16.43	2	3.38	3.28
DAB2IP	11.25	0.7	3.11	0.69
STXBP1	68.76	0.47	10.61	0.63
SLC2A8	1.75	1.49	2.14	1.95
ANGPTL2	3.04	0.01	0.8	0.07
CDK5RAP2	23.77	27.93	17.81	33.42
ZFP37	0.52	0.45	0.3	0.7
SLC31A2	1.09	5.57	11.23	1.41
SLC31A1	11.19	6.38	9.26	6.38
TLR4	1.35	4.88	10.01	3.46
ZNF189	6.86	11.13	3.88	13.8
ALDOB	0.02	0.18	0.03	0.06
STX17	11.67	14.82	9.05	14.53
PRPF4	9.33	12.2	5.85	13.84
FPGS	9.63	46.54	18.42	47.12
USP20	3.33	13.42	4.53	14.27
BAAT	0.96	0.05	1.68	0.22
KIF12	0	0	0.3	0
ATP6V1G1	99.17	190.73	143.18	222.68
TEX10	9.23	15.36	6.08	20.3
GARNL3	16.85	0.95	0.67	1.12
MRPL50	8	7.33	4.3	11.98
DPM2	13.35	12.34	9.16	16.75
WDR38	0.02	0	0	0
TSTD2	4.87	9	3.84	8.92
GABBR2	0.01	0	0.04	0.03
HEMGN	0	1.06	0.09	1.84
PSMB7	96.96	85.32	76.38	93.12
NR5A1	0	0.12	0.01	0.08
TRMO	6.21	14.8	8.46	15.13
RABEPK	9	8.96	6.67	8.88
GOLGA1	7.37	9.16	7	6.8
XPA	10.87	24.45	7.25	20.11
NCBP1	12.88	18.56	8.81	20.13
ANP32B	121.02	274.81	143.29	366.21
OR1L4	0	0.05	0	0
PDCL	6.54	7.4	5.42	8.75
RPL35	547.94	1981.8	683.27	1930.43
CTSV	9.24	0.37	2.61	0.5
LMX1B	0.03	0.02	0.14	0.03
ARPC5L	13.15	38.75	19.46	61.8
ENPP2	330.46	54.39	27.04	9.15
DSCC1	5.79	1.68	2.97	4.03
DERL1	68.58	78.94	63.99	84.35
MYC	75.93	70.82	76.04	50.14
NOV	1.63	0.09	5.38	0.23
IL33	29.23	0.11	1.78	0.17
TMEM261	37.6	56.11	35.3	58.37
RANBP6	9.51	9.47	4.05	11.61
POLR1E	12.47	16.84	10.56	21.97
PLAA	23.39	18.9	13.35	22.57
IL11RA	5.82	3.52	4.02	3.84
UBAP2	22.41	14.43	17.13	19.73
APTX	18.2	18.59	10.05	18.05
RNF38	17.22	34.44	12.63	34.34
MIR6852	45.24	111.4	62.25	131.75
CCL21	0.77	0.47	1	0.29
SIT1	0.34	33.54	6.55	44.58
IFNA21	0	0	0.02	0.02
DMRT1	0	0	0	0.02
DNAJB5	4.08	1.64	5.28	3.8
SPAG8	0.61	0.84	0.51	0.35
DCTN3	21.91	24.6	17.47	31.89
CD72	1.75	78.21	15.43	100.28
TMEM8B	5.65	4.59	1.68	3.61
GRHPR	31.02	30.2	29.01	46.85
ALDH1B1	4.86	2.67	5.12	2.81
HINT2	15.97	20.98	16.84	23.93
ARHGEF39	2.41	1.93	2.51	5.08
IGFBPL1	0	0	0.02	0
DENND4C	9.02	13.95	7.53	16.91
RPS6	2683.91	5989.01	1678.76	5368.63
CNPY3	25.4	103.33	44.36	120.74
FOXP4	2.42	4.47	3	5.61
PPIL1	46.9	14.31	22.34	20.52
KLC4	7.14	7.83	9.34	8.34
KIF13A	54.54	3.65	11.11	3.26
ZSCAN9	8.96	5.6	7.9	9.48
PIM1	4.16	36.32	28.76	41.11
GMPR	42.53	0.55	34.66	1
CMTR1	35.84	38.06	30.76	31.17
TFAP2A	74.44	0.1	76.32	0.52
SLC22A7	0	0.05	0	0.18
YIPF3	74.01	32.6	56.76	44.24
TMEM14B	99.15	60.02	59.12	67.6
TMEM63B	14.94	4.59	13.01	5.31
FRS3	1.35	1.69	1.19	2.09
TJAP1	6.75	9.52	9.11	11.27
CAPN11	0.05	0	0.09	0.03
TINAG	0	0	0	0.06
HCRTR2	0	0.03	0	0.04
KIAA0319	0.01	0.28	0.04	0.24
IRF4	27.12	25.2	25.66	16.99
SLC22A23	0.18	0.96	0.24	0.79
TUBB2A	14.79	7.99	30.56	14.52
LRRC1	13.54	2.08	4.17	2.39
GCM1	0.02	0.36	0.09	0.14
FOXF2	1.59	0	0.02	0
BPHL	15.7	4.27	12.21	5.23
RIPK1	17.3	25.04	16.18	24.37
TUBB2B	3.32	1.87	3.5	6.85
UQCC2	45.31	16	36.38	25.24
HMGA1	25.2	70.89	57.39	108.38
TCF19	10.4	8.16	9.66	10.16
FLOT1	200.09	99.18	205.56	97.12
IER3	26.71	8.79	73.62	4.87
MDC1	24.07	16.43	13.79	20.59
PGBD1	2.56	0.46	2.19	0.67
ATAT1	8.38	2.62	3.64	3.49
TPMT	37.93	12.52	15.02	10.63
CLPS	0	0	0	0
RNF144B	1.44	9.2	5.5	11.89
NRM	17.52	8.73	16.51	14.07
MTCH1	69.67	32.07	73.44	32.45
VARS2	11.57	10.61	10.26	12.29
TAF8	7.28	11.44	10.91	13.47
FAM8A1	20.63	6.78	8.17	7.96
C6orf52	2.67	0.53	1.02	0.55
FGFBP1	0	0	0	0
FGFBP2	3.09	3.27	6.02	2.99
CPEB2	35.63	5.41	47.54	5.35
FHDC1	20.34	0.08	0.72	0.16
TLR2	7.13	3.96	8.65	1.88
MGARP	0.25	0	0.04	0.06
TTC29	0	0	0	0
MYO7A	6.23	1.63	6.71	2.25
FCHSD2	20.53	73.38	22.4	72.88
ARRB1	20.31	7.59	35.59	5.3
SLCO2B1	0.41	10.28	17.64	1.5
THAP12	50.78	103.93	72.6	102.19
ANKRD42	5.85	6.24	10.46	6.88
IL18BP	3.81	36.64	46.84	31.49
NUMA1	36.1	36.09	48.88	37.56
CCDC90B	89.19	56.07	92.84	68.9
SYTL2	72.7	11.66	141.95	13.35
RAB30	3.69	39.25	16.02	36.78
CREBZF	13	12.73	18.05	14.85
LRRC32	0.54	1.44	2.18	1.81
PRCP	150.48	64.39	137.69	68.65
NARS2	49.84	13.9	98.92	18.29
RNF121	17.37	13.27	26.79	13.63
MRPL15	85.32	20.45	46.02	28.06
PI15	73.32	0.02	13.07	0.02
TTPA	3.78	0	0.08	0
GGH	99.22	5.83	33.88	9.56
SLCO5A1	0.03	1.31	0.03	1.62
SULF1	12.21	0.12	3.58	0.31
TGS1	19.69	14.64	12.07	16.13
SDCBP	3723.91	103.89	1020.79	85.22
NEK1	8.6	5.16	4.59	6.19
DDX60	20.28	13.94	15.76	16.86
NXPE4	0	0	0	0
SORL1	51.35	50.72	10.87	56.61
TMPRSS4	0.19	0.27	0.09	0.21
BUD13	12.35	17.98	9.14	19.74
TRPC6	0	0.15	0.59	0.31
MMP7	0.11	0.43	0.25	0.75
MMP20	0	0	0.03	0
MMP27	0	0	0	0
C11orf70	0.04	0.35	0.09	0.19
DCUN1D5	15.51	14.07	50.15	18.21
YAP1	52.65	0.05	98.01	0.79
TRIM29	0	0	0.04	0.02
SLC37A4	7.52	6.31	7.75	5.68
BTG4	0.15	0	0.09	0
POU2F3	0.03	0	0.01	0.01
RDX	185.73	15.39	45.69	16.57
PPP2R1B	8.81	12.12	6.19	14.86
FDX1	6.01	7.07	4.15	6.86
C11orf1	61.74	41.51	30.04	36.06
FXYD6	0.57	1.68	17.95	1.22
ARHGAP20	24.4	0.57	0.84	0.65
FXYD2	0	1.25	0.54	1.16
MMP13	0.25	0.08	0	0
TMPRSS13	0	1.43	4.05	0.84
CASP1	87.61	63.64	186.7	64.47
CASP5	0.16	1.59	1.79	0.14
ALKBH8	5.34	10.27	8.15	9.09
MAP2K5	24.47	17.55	15.7	13.67
UNC13C	0	0	0	0
SQRDL	8.1	29.17	37.02	27.1
CTDSPL2	21.61	16.46	8.66	17.76
SLTM	34.53	51.72	38.88	61.11
THBS1	1.44	2.16	20.94	2.06
MAPKBP1	4.17	3.83	3.46	4.18
NUSAP1	58.03	17.58	25.22	44.52
NDUFAF1	21.49	11.94	7.21	14.42
KIF23	22.14	3.54	8.4	10.14
ITGA11	0.05	0.01	0.03	0
KNL1	5.18	5.24	3.78	9.71
HAUS2	7.94	6.53	5.38	7.3
RTF1	46.94	26.92	27.83	30.69
PARP6	24.59	20.42	21.96	15.32
RPLP1	1118.71	1891.54	1097.56	2098.05
PAQR5	0.94	0	0.41	0.01
LRRC49	1.68	0.13	0.76	0.38
TUBGCP4	10.49	4.85	4.1	5.5
RMDN3	20.65	10.25	17.92	10.14
ITPKA	0.09	0.02	0.01	0
UACA	8.42	0.3	6.39	0.49
SMAD6	0.25	0.02	0.56	0.02
PLCB2	4.94	24.71	10.12	18.4
TMEM62	4.65	7.49	4.81	9.97
PAK6	0.1	0.09	0.04	0.17
ADAM10	68.73	33.39	44.41	41.39
DUOX1	0.06	0.08	0.05	0.04
SLC28A2	0.14	0.02	0.03	0
STRA6	0.04	0.05	0.17	0.07
CYP19A1	0.07	0	0.07	0.11
LOC145783	12.61	16.6	9.94	15.68
SEMA6D	6.16	0	2.34	0.01
BCL2L10	0	0.92	0.02	0.16
RSL24D1	67.21	66.47	48.17	68.57
SPTBN5	0.06	0.02	0.1	0.02
MYZAP	0.02	0.3	0.01	0.29
GCHFR	0.63	4.41	2.17	7.95
BCAR3	2.14	8	8.93	15.2
TTLL7	0.91	0.8	3.46	0.85
FNBP1L	10.27	1.91	22.13	2.78
KYAT3	26.26	20.08	16.05	19.74
GTF2B	149.32	62.48	69.88	57.23
BRDT	0	0.12	0.16	0.5
RABGGTB	95.38	60.71	82.65	69.51
IFI44L	16.23	12.52	19.6	10.23
GIPC2	0.02	0.07	0.02	0.07
ARHGAP29	4.32	0.06	1.01	0.04
IFI44	45.05	17.91	17.72	15.76
SLC44A5	0.06	0.27	0.23	0.35
CLCA2	0.26	0	0.1	0.01
DNASE2B	0.21	0.07	8.63	0.02
DBT	12.94	4.78	3.94	6.25
RTCA	18.8	22.33	12.95	24.62
IFT172	11.16	4.01	7.27	2.9
SELENOI	5.6	8.54	6.53	6.62
CGREF1	6.51	0.38	3.6	0.05
HADHB	67.07	40.55	65.9	44.18
KHK	5.59	2.06	4.82	1.57
ADCY3	5.51	19.39	15.56	17.63
PPM1B	38.17	64.94	34.23	66.31
PNPT1	37.24	24.62	16.68	23.66
DYNC2LI1	21.95	5.26	10.16	4.87
LHCGR	0.78	0.18	0.07	0.14
THUMPD2	8.61	7.71	4.61	8.84
CYP1B1	0.22	0.49	0.64	0.06
SULT6B1	0	0	0	0
RAB1A	153.67	44.56	104.5	38.95
ACTR2	135.86	309.16	117.24	339.7
PREB	22.29	26.56	22.08	27.83
SLC5A6	10.2	17.34	12.34	9.72
ABCG5	0.02	0.01	0.02	0.01
PREPL	41.55	11.68	13.79	16.94
SLC3A1	0.3	0.88	0.05	0.3
EMILIN1	7.17	0.19	4.42	0.78
FBXO11	65.12	44.23	30.66	50.56
SIX3	0	0.04	0	0
ATRAID	139.03	72.88	67.24	63.01
