GenSymb	LAU125_FPKM	LAU355_FPKM	LAU1255_FPKM	LAU1314_FPKM
TMEM35A	0.1	0	0	0.03
NXF5	0.01	0	0	0.03
TIMM8A	6.88	3.36	4.62	3.53
ZC4H2	0.15	8.36	3.42	5.9
CANX	710.54	261.46	355.08	312.01
MIR6727	63.69	36.6	34.3	42.29
RGS13	0.08	17.27	1.48	49.99
IPPK	1.83	3.89	2.63	4.89
ZNF484	2.65	3.26	1.97	3.89
OMD	0.06	0.01	0.02	0.02
FGD3	1.49	56.41	13.8	45.94
HIVEP3	25.1	4.6	11.24	3.85
PPCS	46.52	57.73	44.9	57.06
EDN2	0.07	0	0	0
BCL11B	0.18	10.22	3.1	6.35
MIR3607	316.42	388.31	350.04	419.87
TRAF2	1.72	8.68	3.26	10.4
ABHD8	0.27	0.7	0.56	0.66
MASP1	2.59	0	0.32	0
ATP13A4	0.09	0.62	0.28	0.14
HRASLS	0.07	0	0.3	0
HELB	1.22	3.81	2.16	3.51
RAP1B	122.44	145.91	116.02	184.2
IL22	0	0.05	0	0
TSPAN8	0	0	0	0.18
BEST3	0.02	0.01	0.12	0.16
RAB3IP	0.69	9.67	4.61	9.71
PTPRB	0.04	0.13	0.79	0.09
DYRK2	3.33	17.79	4.49	18.4
YEATS4	18.12	21.91	21.31	29.43
TAS2R3	0.13	0	0	0
TAS2R4	0.17	0.19	0.07	0.02
TAS2R5	0.24	0.62	0.17	0.04
CRYGN	0.13	0.16	0	0
LRRC61	0.64	3.77	0.96	3.69
TRPV5	0	0	0.01	0
IDUA	0.68	0.6	1.13	0.81
FGFRL1	1.94	1.25	1.46	1.85
TMEM175	6.85	9.03	6.32	9.27
AUNIP	2.14	0.31	1.18	1.19
PIN1	6.57	8.29	11.18	8.89
FBXL12	6.49	5.95	5.51	5.35
EMC1	58.37	12.26	16.73	15.77
PLA2G5	0.03	0.11	0	1.08
UBR4	39.74	42.63	29.96	37.52
HP1BP3	266.67	123.55	137.73	119.06
ADGRE2	0.59	3.75	3.79	1.5
SIN3B	3.83	6.46	3.67	5.22
OR7A10	0.02	0	0	0
SLC35E1	20.68	16.1	14.43	20.45
EPS15L1	10.75	13.2	8.72	12.69
KLF2	5.5	64.04	57.58	73.24
OR7C2	0	0	0	0
OR7C1	0.12	0	0.75	0.04
F2RL3	0.01	0.05	0.01	0.07
UQCR11	10.47	12.92	9.36	14.94
GFER	3.61	3.39	3.06	3.54
SYNGR3	0.03	1.04	0.63	1.67
PKMYT1	0.3	0.4	1.1	1.23
WFIKKN1	0	0	0	0
WDR24	1.41	1.78	1.57	1.86
FBXL16	0.05	1	0.29	0.86
CHTF18	0.73	0.71	0.81	1.04
GNG13	0	0	0	0
MACF1	53.61	68.57	40.24	53.5
SMARCA4	10.02	10.51	8.77	15.8
KDM4B	2.98	7.1	1.99	7.29
TICAM1	0.9	3.89	3.25	4.3
METTL25	1.76	4.21	2.02	4.55
IL17B	0.23	0.03	0.15	0.18
EMC6	18.01	10.63	12.23	13.28
OR1E2	0	0	0	0
METTL16	12.5	14.76	5.08	10.99
TUBA4A	4.03	170.69	91.46	122.38
VIL1	0.01	0.12	0.36	0.12
AAMP	40.49	22.75	46.68	29.46
PNKD	21.42	16.01	34.01	17.41
TNFRSF19	20.77	0.2	1.54	0.75
RNF6	14.19	31.01	16.99	33.69
ECHS1	23.35	22.62	27.78	20.68
ZNF835	0.01	0.25	0.04	0.11
AKAP9	29.3	23.09	16.23	23.56
GNG11	48.65	2.45	97.59	3.95
LOC100506136	217.96	75.11	131.44	108.69
GNGT1	0.02	0	0.16	0.08
HIP1	15.03	4.07	5.01	3.96
PTPN12	199.09	70.96	54.13	35.24
MIR4651	43.25	20.9	20.17	27.68
FGL2	5.85	38.8	44.05	21.65
STYXL1	52.93	22.96	20.74	21.89
STEAP4	0.25	0.79	0.32	1.17
GNAI1	20.66	0.22	2.18	0.55
PMS2P3	4.48	4.87	2.49	4.4
PEX1	24.94	13.43	11.01	11.9
MTERF1	17.06	11.64	8.09	16.42
SGCE	211.23	5.03	21.07	11.81
RBM48	16.23	11.45	7.31	12.23
CASD1	19.28	18.22	10.29	22.57
ZNF780B	2.55	2.94	1.26	2.54
LRFN1	0.23	0.27	0.29	0.27
ZFP36	38.28	217.28	200.78	174.61
SRD5A3	18.91	8.98	20.65	5.63
SPINK2	0.16	3.92	0.23	7.32
RASL11B	0.08	0.54	0.05	0.09
PAICS	117.62	33.55	69.32	47.85
KDR	0.08	0.11	0.01	0.03
PPAT	8.95	4.75	4.26	7.49
TUBGCP6	1.09	7.8	4.25	6.43
ADM2	0.21	0.32	0.18	0.36
DGCR6L	3.1	8.05	10.31	7.95
MIR1306	3.15	5.7	3.88	6.87
ASPHD2	0.2	2.7	1.25	3.52
VPREB3	1.56	130.89	6.23	185.8
SDF2L1	1.02	2.09	2.6	2.97
GAL3ST1	0.22	0.07	0.01	0.06
YWHAH	112.11	36.96	104.9	72.13
RFPL1	0	0.12	0.01	0
RFPL2	0	0.09	0.02	0.25
C22orf24	0.25	0.23	0.03	0.19
POM121L9P	0.02	0.05	0	0
GNAZ	0.21	1.55	1.44	1.87
MGAT3	0.38	1.78	0.2	1.6
ADORA2A	2.38	7.69	0.73	8.88
ATF4	190.16	192.19	232.51	152.64
A4GALT	0.13	0.85	0.03	1.47
RFPL3	0	0	0	0
CDC42EP1	2.51	0.12	0.53	0.27
APOL3	2.61	55.64	39.83	43.59
MCHR1	11.99	0.04	0.05	0.02
TPST2	1.77	10.76	6.72	13.43
BAIAP2L2	0.18	0.2	0.72	0.11
MPST	0.6	1.83	3.64	1.53
GALR3	0	0	0	0
TST	0.28	0.84	1.56	0.87
APOL5	0	0.03	0	0.01
IGLL1	0.02	0.6	0.09	2.39
APOL2	4.88	13.64	32.43	12.72
RAC2	6.35	575.06	102.7	578.01
LIF	0.07	0.75	13.6	1.79
C22orf23	1.4	1.61	1.39	1.16
APOBEC3A	0.94	2.36	7.55	1.29
APOBEC3F	4.25	20.02	9.32	25.22
RIBC2	0.84	0.47	1.3	0.5
KRT17	0.45	0	0.01	0.01
EMC4	57.34	41.95	49.43	43.25
RNF112	0.08	0.03	0.06	0.06
SPECC1	1.36	7.47	6.18	6.32
CPA4	0.13	0.09	0.4	0.08
DOCK4	6.35	0.94	3.99	0.73
POT1	47.88	23.17	14	22.97
TAS2R16	0	0	0	0
ATP6V1F	62	59.04	86.67	60.05
LSM8	76.26	74.08	68.58	108.91
CDHR3	0.37	0.78	0.73	1.1
PRKRIP1	19.55	12.99	9.59	15.3
VGF	0.29	0	0.05	0
PODXL	0.12	0.57	0.2	0.5
FOXP2	0	0.12	0.11	0.02
STRIP2	2.5	0.31	1.08	0.47
IFT22	22.65	4.7	9.36	5.02
MKLN1	45.4	19.96	20.77	24.01
DNAJB9	16.68	37.93	22.88	19.44
FLNC	1.76	0.01	0.07	0
LRRC4	0.54	0.75	0.53	1.15
CALU	395.38	22.19	186.45	30.91
CCDC136	2.96	1.06	1.14	1.47
SMO	6.88	0.38	3.5	0.63
IRF5	0.37	18.18	3.44	16.97
LRRC17	0.91	0.21	0.09	0.22
KLHDC10	20.93	8.19	8.71	8.76
NDUFA5	175	66.34	59.65	70.91
FEZF1	0	0	0.08	0
OPN1SW	0.85	0.26	0.18	0.27
MRPS12	3.95	3.46	3.99	4.2
MYO1B	77.54	2.14	18.3	4.95
MIR7704	0.12	0	2.41	0
HOXD3	0.07	0	0.15	0.12
MTX2	52.92	19.58	35.06	21.84
PDE11A	0.22	0	0.37	0.02
CHN1	12.76	6.47	8.78	4.24
GAD1	0.03	0.05	0.07	0.01
OSGEPL1	7.29	4.38	6.03	5.2
ORMDL1	40.95	43.68	37.27	52.6
HAT1	50.82	33.88	37.54	42.98
HOXD9	0.3	0	0	0.04
HOXD10	0.02	0	0	0
HOXD11	0	0	0	0
HOXD13	0.76	0.02	0.38	0.11
HERC2	10.29	8.02	5.08	8.82
SNRPN	48.75	90.86	54.25	84.4
PSMG2	18.99	15.79	18.71	20.83
TWSG1	22.92	2.65	9.48	4.63
ARHGAP22	10.64	27.03	8.32	18.31
WDFY4	0.86	77.89	11.95	81.76
EIF2AK4	14.26	8.02	8.92	7.71
MYO5C	0.51	0.51	0.17	0.65
CGNL1	7.53	0.06	0.69	0.11
TMOD2	1.51	3.15	1.57	3.52
TTBK2	4.38	4.95	3.44	4.94
ELL3	0.89	24.45	1.91	53.02
C15orf57	7.81	16.81	10.3	23.72
INO80	8.27	13.48	7.95	13.52
ICE2	8.15	10.18	4.62	11.1
DLL4	0.12	0.08	0	0.07
ALDH1A2	0.08	0.06	0.13	0.04
FAM63B	6.83	2.29	3.87	2.63
IVD	22.22	18.5	11.93	11.82
KNSTRN	13.59	4.79	10.61	12.9
DUT	32.49	20.31	24.09	33.5
CHAC1	0.35	0.15	0.58	0.19
CLN6	7.24	8.37	9.19	7.72
ARPP19	41.66	26.1	31.28	30.99
VPS13C	8.94	25.17	9.61	25.09
CALML4	4.44	7.74	3.83	7.23
ISLR	0.73	0.03	0.01	0.01
THAP10	2.42	0.13	0.94	0.09
LOXL1	0.25	0.06	0.42	0.05
ACKR4	1.17	0.48	0.72	1.17
ANAPC13	38.61	26.06	25.38	32.6
MBD4	21.48	99.42	36.42	99.09
COPB1	44.98	43.06	38.47	45.65
PSMA1	116.52	98.12	99.15	104.33
SUMF2	62.08	56.63	80.46	56.82
PALLD	15.3	1.71	2.03	2.38
SPCS3	14.23	38.56	23.18	41.3
BBOX1	0	0	0	0
MYOD1	0	0	0	0
SERGEF	8.84	16.99	12.9	9.62
KCNC1	0.01	0.02	0.01	0
TPH1	0.09	0.33	0.09	0.4
CSRP3	0	0.01	0	0
E2F8	3.42	2.23	2.62	6.53
DCTD	49.44	52.87	35.87	45.11
SOX15	0.36	0.34	0.05	0.13
FAM64A	5.1	0.24	2.12	0.52
RPAIN	16.83	21.76	12.19	16
USP6	0.09	0.55	0.03	0.18
SHBG	0.41	0.02	0.12	0.02
PLD2	3.68	2.01	2.23	2.09
AIPL1	0.11	0.28	0.13	0.16
CD68	113.44	117.09	151.53	29.53
TXNDC17	8.1	3.18	4.08	5.18
ATP1B2	50.56	0.07	0.52	2.57
FXR2	10.16	10.19	7.65	11.65
KIF1C	7.22	3.59	8.99	3.95
MPDU1	37.01	24.93	21.14	24.96
PHF20L1	55.27	24.33	21.1	27.96
LRRC6	2.89	0.2	2.9	0.54
CCNT1	7.94	12.27	9.82	9.43
PUS7L	3.98	4.82	2.36	4.82
KRI1	21.46	26.67	18.97	33.16
ILF3	50.48	47.29	39.76	55.12
SLC44A2	34.28	110.38	27.93	93.06
AP1M2	0	0.04	0.09	0.08
CDKN2D	2.88	18.8	7.43	24.21
MTUS1	45	2.48	7.13	4.28
KLK14	0.07	0	0.05	0
SIGLEC9	0.23	1.95	2.51	0.77
KLK10	0.02	0.03	0.13	0.01
KLK8	0	0	0	0
NGDN	34.47	24.15	32.97	29.06
RIPK3	0.17	5.37	2.57	5.49
ADCY4	0.01	0.13	0.09	0.09
RAB2B	19.39	8.55	14.1	11.59
BCL2L2	10.41	1.56	9.4	1.92
AJUBA	1.33	0.15	1.64	0.11
DTD2	14.82	6.58	4.52	7.1
PARP2	23.96	9.67	15.66	11.37
HEATR5A	12.16	3.76	13.03	4.36
FOXA1	0	0.01	0.04	0.04
SNX6	48.03	48.78	39.07	47.93
EAPP	36.97	50.42	36.65	44.37
EGLN3	8.24	1.63	5.09	0.59
MIS18BP1	10.7	26.12	9.08	31.57
NRL	0.15	0.73	0.36	0.61
RNASE1	1460.16	23.77	104.42	17.64
NEDD8	135.77	130.96	148.06	133.17
DAD1	215.4	115.65	166.23	118.36
TEP1	1.73	6.15	2.86	6.62
EPB41L4A	0.1	1.27	0.4	0.88
CDO1	0	0.15	1.79	0.15
REEP5	54.2	68.74	84.51	89.77
ITFG1	42.87	12.4	27.4	13.69
QRICH2	0.04	0.28	0.12	0.14
FOXJ1	0.04	0.54	0.09	0.02
SEC14L1	16.88	18.71	42.81	29.35
RHBDF2	4.04	10.74	5.04	11.64
AANAT	0.04	0.32	0.03	0.14
ARHGEF6	4.84	33.91	13.71	37.2
MAP7D3	7.99	8.12	7.37	11.38
FGF13	7.65	0.11	2.62	0.37
ASH2L	63.24	27.55	14.87	29.73
TTI2	6.56	6.08	3.58	8.86
ART1	0	0	0	0
CHRNA10	0.15	0.35	0.07	0.27
CDKN1C	6.43	0.28	2.63	0
SGO1	7.64	9.39	6.05	12.21
TTTY1B	0.02	0	0	0
RPS4Y1	418.37	0.27	281.27	483.93
TTTY1	0.02	0	0	0
VCY1B	0	0	0.13	0.65
VCY	0	0	0.13	0.65
CDY2B	0	0	0	0
CDH15	0.3	0.33	0	0.31
KLF16	1.5	1.97	2.33	2.12
TMEM8A	5.97	5.17	11.69	8.77
DOHH	0.57	0.86	0.57	0.95
MAU2	5.65	10.39	4.88	9.49
SHC2	0.49	0.02	0.09	0.01
PLPPR3	0	0	0	0
INS-IGF2	0	0	0	0
ABHD17A	2.04	5.33	3.06	6.03
LBP	0.01	0.02	0	0
SYT5	0.23	0.03	2.7	0
TNNI3	0.34	0	0.69	0
CBFA2T3	0.2	8.39	0.96	8.72
GAMT	5.72	2.2	4.54	2.71
PUDP	9.5	13.03	5.13	6.93
ERMARD	5.53	5.14	3.36	6.92
PHF10	28.67	38.65	18.51	47.27
PRRG3	0	0.01	0	0
GALNT8	0	0.03	0.1	0.02
KCNA5	0	0.27	0.01	0.35
CRACR2A	2.01	5.87	2.26	6.42
NXNL2	0.33	0.28	0.15	0.29
STARD8	5.75	4.64	3.07	4.31
FAM155B	0	0.01	0.1	0
GDPD2	0.04	0	0	0
SAT1	282.8	236.68	615.67	192.95
GNL3L	8.24	7.6	6.02	9.22
SH3BP4	42.02	1.39	9.47	2.24
MOSPD2	27.96	15.15	14.19	12.07
DOCK6	1.28	0.24	0.88	0.24
ECSIT	5.18	8.81	4.71	9.85
MIR6886	1.97	1.92	10.31	1.21
ELOF1	22.05	31.87	21.8	31.39
TSPAN16	0	0	0	0
ANGPTL8	0	0	0	0
PRKCSH	85.81	82.08	77.13	82.33
CNN1	0.26	0	0	0
CDC16	16.21	34.76	20.11	24.94
ZSCAN10	0	0	0	0
THEM6	7.06	3.65	7.93	4.07
EXOC3L2	0.23	0.13	0.02	0.07
NECTIN2	6.89	2.08	9.5	0.73
APOE	803.71	36.65	511.65	6.37
TOMM40	14.83	12.74	15.92	13.23
APOC1	592.4	39.07	247.32	6.88
GADD45G	0.04	1.12	0.46	0.19
LRCH2	0.04	0.01	0.11	0.02
DPP6	2.12	0.01	0.24	0.01
XPO7	63.01	21.12	13.88	24.22
ACE2	0.14	0	0.08	0.09
FAM98C	1.51	3.32	3.45	3.5
SAFB2	11.06	18.38	15.56	20.31
RPL36	228.8	646.34	269.54	560.55
ATP8B3	0.6	0.26	1.06	0.52
GDF1	0.08	0	0.04	0
NCAN	0.01	0	0	0
KIF1A	0.21	0	0.11	0
GTPBP3	1.92	1.25	1.91	1.78
PLVAP	0.08	0.72	0.45	0.76
BST2	44.34	71.59	257.41	87.35
SLC27A1	9.98	1.39	9.96	1.69
NSUN5	4.5	6.83	6.03	11.87
USHBP1	0	0.03	0.02	0.04
COLGALT1	17.82	10.58	17.48	10.17
DDA1	2.49	4.92	4.37	5.01
MRPL34	11.04	8.94	8.28	10.71
PGLS	16.53	24.2	11.49	19.52
LSM7	18.05	30.27	19.82	35.27
TULP4	2.47	3.31	2.84	2.94
SNX9	10.74	15.01	12.31	12.94
RTN4IP1	3.56	7.44	2.68	7.12
QRSL1	6.09	26.69	4.36	28.37
C6orf203	22.01	9.78	7.42	13.07
RSPH3	4.64	1.1	1.36	1.17
MAS1	0	0	0	0
ACSBG2	0	0	0.02	0
MLLT1	6.86	5.07	4.83	5.51
FUT5	0.01	0.02	0	0
BMP15	0.03	0	0	0
AFDN	9	9.68	6.3	7.59
ACTN4	89.49	69.95	107.41	112.85
STK33	0.9	4.43	1.01	1.73
NDUFA10	74.38	43.72	26.15	40.33
EPO	0.27	0.03	0	0.05
ARPC1B	141.74	144.7	117.3	111.15
CACNG6	0	0	0	0
ZSWIM6	4.14	5.96	5.12	4.08
FCHO1	0.17	7.19	1.22	9.68
UNC13A	0.14	0	0.01	0
MAP1S	0.97	1.6	1.33	1.95
KLHDC7B	0.04	1.44	1.33	0.89
SCO2	1.15	4.6	6.51	3.87
PXDN	0.16	0.4	0.42	1.48
SSBP4	1.41	2.02	2.1	1.83
GDF15	42.83	0.09	61.37	2.38
PGPEP1	3.17	2.15	3.37	4.63
KIAA1683	0.69	3.64	0.58	1.9
LSM4	38.28	24.38	26.28	28.83
JUND	43.92	163.96	161.71	121.29
HRC	0.07	0	0.02	0
TRPM4	0.47	0.12	0.26	0.1
OR11H1	0	0	0	0.04
SULT4A1	0.09	0.01	0	0
ZNF557	1.28	2.06	0.85	1.26
CRB3	0.06	0.34	0.09	0.3
OLFM1	4.24	0.52	0.88	0.34
CAMSAP1	3.13	5.48	3.73	6.23
UBAC1	5.82	10.54	7.48	8.14
SAG	0.39	0.54	0.3	0.59
ZBTB46	0.51	0.58	0.29	0.38
HELZ2	1.06	4.98	3.92	6.65
SAMD10	0.56	3.54	1.46	3.23
MIR7847	5	168.75	52.97	176.25
TNNT3	0.25	0.59	0.2	0.23
TNNI2	0.11	3.21	0.58	2.06
MIR675	16.58	0.01	2.5	0.1
CYP2G1P	0.01	0.02	0	0
COL5A1	0.23	0.03	0.04	0.1
ATXN10	62.77	69.45	65.23	70.76
TUBGCP2	3.94	11.23	11	11.03
CALY	0	0.24	0.14	0.03
CYP2E1	0.07	0.9	0.54	0.52
PNPLA7	0.04	2.15	0.25	2.43
HBZ	0	0	0	0
PAK4	3.89	1.45	5.15	1.56
MNX1	0	0	0.05	0.02
ZNF337	8.45	4.65	4.48	7.01
CEP85	4.78	5.59	5.39	7.66
MIR1257	4.62	5.54	3.58	6.56
GATA5	0	0	0	0
RBBP8NL	0	0	0	0
MIR4758	2.48	1.73	1.51	1.2
OSBPL2	18.97	20.38	9.48	18.27
ADRM1	18.82	26.28	23.99	34.12
ASS1	0.48	0.39	4.74	0.6
PRDM12	0	0.04	0	0
EXOSC2	19.08	18.17	9.97	20.7
POMT1	4.98	4.86	3.17	6.04
UCK1	9.14	9.67	9.45	9.91
FIBCD1	0.05	0	0.14	0.01
PRRC2B	15.49	40.24	15.1	45.19
CHMP2A	98.48	51.72	84.91	59.38
UBE2M	19.89	18.28	25.04	19.15
TRIM28	26.36	36.51	27.72	41.43
METTL26	16.82	24.65	19.87	17.59
YIPF2	5.86	2.81	4.77	3.3
ATG4D	1.53	2.71	1.86	2.99
EIF2S3	79.27	149.49	66.74	113.75
TMEM160	0.17	0.24	0.59	0.51
ZC3H4	2.83	3.87	2.42	6.07
NPAS1	0.07	0.04	0	0.04
GMFG	4.97	204.21	65.43	180.03
MAP3K10	0.28	0.72	0.64	0.66
ARHGEF16	0.91	0.03	0.08	0.01
LRRC47	28.59	10.79	10.29	12.03
SESN2	2.97	1.79	3.48	2.12
SMPDL3B	0.33	0.31	0.55	0.38
ATPIF1	34.41	53.5	45.4	65.69
MED18	5.49	5.03	3.22	8.69
THEMIS2	1.73	25.16	19.81	18.49
CLIP1	27.1	16.99	23.71	17.79
CCDC62	0.18	0.75	0.11	0.55
HIP1R	1.39	11.74	2.78	13.45
ZNF317	12.46	24.08	10.72	16.14
PPAN	8.3	17.27	12.14	15.3
EIF3G	130.22	218.8	150.26	238.26
ANGPTL6	0	1.3	0.34	0.87
C19orf66	10.46	24.31	15.62	17.5
DNMT1	19.95	12.88	12.73	27.55
ZNF426	5.47	5.63	5.2	3.8
SLC6A8	105.92	0.22	28.43	0.91
PNCK	5.72	0.15	0.2	0.01
MIR664B	75.07	43.93	44.99	73.97
PLXNA3	2.03	7	6.36	3.61
DUSP9	0.31	0.01	0.17	0
MPP1	16.97	17.82	38.96	11.63
ZNF331	9.32	28.99	71.42	8.05
ZNF236	1.64	3.11	1.69	3.23
SLC7A10	0.01	0.29	0	0.82
LRP3	0.21	0.04	0.26	0.08
C12orf65	7.5	12.71	5.2	13.11
NOL11	22.05	19.02	15.23	24.93
UBE4B	19.21	15.33	9.98	14.96
CASZ1	0.63	1.48	1.13	2.14
PKDREJ	0.06	0.18	0.03	0.08
HSD17B3	0.02	0	0.1	0.07
NUTM2F	0	0.01	0.02	0
HABP4	8.4	6.37	6.77	5.21
FBP2	0.03	0.01	0	0.04
SLC35D2	17.63	20.41	18.17	18.24
PRRG1	9.98	0.04	5.19	0.08
UBA1	42	74.27	56.25	70.24
RGN	0.13	0.01	1.05	0.11
POLN	0.22	0.58	0.18	0.76
TXLNGY	1.4	0.01	1.31	5.41
TTTY9B	0	0.01	0	0
PPIL4	35.79	16.57	12.17	18.26
ULBP2	0.83	0.44	0.82	0.47
AKAP12	463.59	0.49	7.97	1.68
SYNE1	12.85	44.36	15.2	46.16
ULBP3	2.24	0.35	0.25	0.24
LATS1	10.11	16.62	4.91	19.13
EPS8L1	0.57	0.08	0.7	0.06
LILRB2	0.54	8.29	7.98	2.43
AAR2	16.76	8.04	8.91	8.47
TTLL9	0.14	0.2	0.08	0.1
BPIFA2	0.03	0	0	0
RBM39	145.15	240.92	168.48	219.41
COX4I2	0.42	0.12	0	0.13
BPIFA3	0	0	0	0
ZNF341	0.66	1.98	0.91	1.55
GGT7	4.62	2.87	4.46	2.67
DEFB118	0	0	0	0
ACSS2	41.26	7.22	19.16	6.98
EDA2R	6.06	0.24	1.66	0.36
ARHGEF9	8.64	9.16	8.24	8.73
C1QL1	0.24	0	0.1	0
GFAP	0	0	0.01	0.01
PYY	0.05	0	0.04	0.02
HIGD1B	0.03	0.1	0.04	0
ATP6V1E1	63.97	76.95	142.43	82.6
ZNF227	7.91	8.87	4.97	9.46
ZNF428	11.81	7.82	8.01	7.85
TEX101	0	0.02	0	0
ZNF141	5.66	12.71	3.72	14.56
CCL25	0	0.16	0.3	0.21
COX4I1	383.06	499.17	305.83	404.74
EMC8	8.39	5.05	6.23	6.45
GSE1	13.03	9.37	5.98	9.62
GINS2	9.16	3.34	6.51	5.69
CHMP1A	7.42	11.91	9.68	13.81
SH3BGRL	121.21	201.81	108.38	197
COX7B	170.75	81.62	120.36	99.51
SLC34A1	0.02	0.01	0.01	0.02
F12	0.04	0	0.02	0.03
PRR7	0.05	0.04	0.21	0.14
NFATC1	1.49	16.49	2.02	11.82
IDO1	0.18	8.85	13.3	10.7
GJA9	0.06	0	0.03	0.02
CAP1	226.8	340.72	245.4	389.21
PPT1	266.59	133.14	174.33	98.9
MIR4724	1.71	7.3	3.03	6.76
RLIM	12.72	10.29	13.28	7.54
CDX4	0	0	0	0
ABCB7	15.86	19.14	10.01	17.15
TRAF3	5.25	17.46	6.85	16.05
HAUS8	4.41	9.47	5.87	10.86
ADGRE3	0.07	0.55	0	0.67
MRPS25	33.62	23.59	48.75	19.82
SH3BP5	13.49	49.24	36.57	47.5
HACL1	9.42	14.19	10.26	12.5
TBC1D5	31.88	42.01	18.69	36.1
CAPN7	18.83	36.98	20.18	24.58
RFTN1	1.08	94.37	19.41	129.68
C3orf20	0.04	0.23	0	0.72
RBSN	7.59	8.48	6.13	5.81
GALNT15	0.25	0.18	0.36	0.05
SLC6A6	6.91	13.27	7.24	13.77
KCNC3	0.43	1.44	0.67	2.06
NAPSA	0.13	0.6	0.65	0.67
NAPSB	2.55	194.85	23.46	170.7
NR1H2	3.33	10.69	10.46	12.51
LRRC4B	0.14	0	0.02	0.01
PDLIM4	0.31	0.08	4.22	1.34
KIF3A	28.81	10.99	12.34	12.17
MGAT1	40.36	30.22	41.76	30.95
GFPT2	4.18	0.11	5.27	0.24
TUBG1	24.24	6.59	19.92	11.94
PSME3	53.53	36.21	44.27	37.01
RPL27	756.59	2090.91	980.26	1845.34
PSMC3IP	4.99	1.09	5.61	2.25
AOC3	0.11	0.07	0.14	0.04
ACLY	49.96	35.47	27.89	41.35
VPS25	62.98	19.41	44.8	24.52
RAMP2	12.5	0.15	2.3	0
AOC2	0.1	0.35	0.39	0.31
G6PC	0	0.07	0.01	0.08
NDUFA2	11.34	15.43	19.82	19.41
ANKHD1	40.02	51.65	33.29	56.33
DIAPH1	19.96	96.38	42.02	121.52
NDFIP1	43.76	26.59	37.08	26.55
UBE2D2	44.09	72.25	49.08	85.35
TTTY6	0.06	0	0	0
TTTY6B	0.06	0	0	0
EXOC4	91.09	29.1	25.05	34.78
ACAP3	6.33	1.38	3.78	2.72
C1orf159	0.87	0.45	0.62	0.81
ANO1	0.13	0.02	0.03	0
PPFIA1	26.52	20.05	65.28	18.25
TMEM204	2.48	4.17	0.24	1.67
KREMEN2	0.13	0.09	0.36	0.07
THOC6	3.44	7.9	5	9.36
TRAF7	4.72	8.19	6.13	7.65
BARX1	0.03	0.01	0	0
NINJ1	30.24	10.2	25.24	7.37
CA6	0.01	0.5	0.44	0.06
NPHP4	2.39	0.76	1.28	0.81
MAP1B	6.18	0.07	3.59	0.94
RHOXF2	0	0.02	0.02	0
IL13RA1	100	22.27	21.99	15.92
WDR44	5.58	16.16	7.13	13.89
CKMT2	0.52	0.09	10.02	0.44
ZCCHC9	20.45	15.22	18.52	16.86
KRT34	0	0	0	0
KRT33B	0	0	0	0
TNS4	0.03	0.25	0.17	0.49
TOP2A	47.41	10.37	14.72	34.57
STARD3	7.83	17.09	11.61	17.53
RARA	20.8	17.66	12.04	14.67
PPP1R1B	0.11	0.09	0.09	0.16
KHDRBS3	132.02	0.42	18.06	3.08
CHD1L	81.64	26.64	21	31.4
PEX11B	19.27	11.49	21.68	17.9
FMO5	5.63	3.49	1.61	3.2
PIAS3	5.58	6.93	6.86	7.96
PRKAB2	23.82	3.98	7.35	3.68
CLUHP3	0.24	5.77	1.8	6.41
FSHB	0	0	0	0
PDHA1	110.42	59.82	67.07	70.66
RAI2	0.01	0.53	0.02	0.73
MCCC2	27.27	25.25	24	26.88
ZNF304	3.26	3.01	2.61	4.02
ZSCAN5A	0.64	1.67	0.57	1.2
ZNF132	0.75	1.2	0.45	1.25
USP29	0.01	0.02	0.02	0.01
SELENOS	48.18	21.59	56.1	25.19
CHSY1	29.08	16.7	11.86	18.72
SNRPA1	31.16	34.24	22.18	34.54
LLGL1	1.55	1.89	2.12	2.59
NR0B2	0	0	0	0
LIN28A	0.05	0.03	0.06	0.01
THAP1	7.08	11.39	4.02	11.67
RHPN2	2.79	1	2.18	0.96
C19orf12	5.05	6	9.91	6.16
FAAP24	1.28	2.07	1.29	1.44
LRRC9	0.01	0	0	0
ACTR10	25.46	15.4	16.93	15.87
ABHD12B	6.37	0	0.04	0.11
GCH1	0.54	12.26	11.47	13.71
LGALS3	164.61	20.03	541.35	10.17
PODNL1	0.36	0.05	0.01	0
DNAJB1	131.52	180.91	246.45	153.31
ZSWIM4	1	1.17	0.81	1.27
FBXW9	0.94	0.62	0.89	0.66
RFX1	0.43	0.99	0.47	1.01
ZNF20	1.34	1.91	1.68	2.08
C19orf57	0.78	0.07	0.31	0.1
DCAF15	2.38	5.43	3.2	6.71
CC2D1A	4.33	2.89	3.2	3.48
RTBDN	0	0.06	0.11	0
MATN3	0.19	0	0.32	0
TRIM21	10.62	20.46	23.74	19.3
SPATA6	23.65	2.73	6.84	1.87
LRRC41	16.01	7.95	12.64	9.4
CCT6B	0.79	1.18	0.59	0.63
DHX30	30.06	22.62	27.93	23.42
RAF1	38.09	44.71	35.58	37.13
SLC6A11	0.03	0.08	0	0.02
PPARG	1.58	0.76	2.11	0.51
NUP210	5.19	49.28	37.91	45.91
FCRLA	5.05	177.27	41.23	197.33
HSD17B7	5.96	8.88	4.94	11.65
