MADD	ENSG00000110514
LMO4	ENSG00000143013
LINC01176	ENSG00000281404
PRICKLE2-AS1	ENSG00000241111
ZNF385D-AS1	ENSG00000225542
LVCAT5	ENSG00000225546
UGT1A9	ENSG00000241119
SNORD115-33	ENSG00000200593
SHCBP1L	ENSG00000157060
NMNAT2	ENSG00000157064
OR2H1	ENSG00000204688
CASC10	ENSG00000204682
C10orf113	ENSG00000204683
GABBR1	ENSG00000204681
MAS1L	ENSG00000204687
LOC284788	ENSG00000204684
COL6A3	ENSG00000163359
UQCR10	ENSG00000184076
LENEP	ENSG00000163352
DCST1	ENSG00000163357
DCST2	ENSG00000163354
PRKAA2	ENSG00000162409
NOL9	ENSG00000162408
USP24	ENSG00000162402
ARL14EPL	ENSG00000268223
PLPP3	ENSG00000162407
OPN1MW	ENSG00000268221
ALDH1B1	ENSG00000137124
UNC13A	ENSG00000130477
FCHO1	ENSG00000130475
RABEP1	ENSG00000029725
MAP1S	ENSG00000130479
DGKI	ENSG00000157680
TTTY15	ENSG00000233864
XXYLT1	ENSG00000173950
PRICKLE2-AS3	ENSG00000226017
DCUN1D5	ENSG00000137692
YAP1	ENSG00000137693
C11orf70	ENSG00000137691
ATP13A5	ENSG00000187527
TRIM29	ENSG00000137699
HSPA14	ENSG00000187522
CROCCP3	ENSG00000080947
LOC101929536	ENSG00000261798
SNORD95	ENSG00000264549
ANAPC13	ENSG00000129055
LINC00599	ENSG00000253230
CHST9	ENSG00000154080
LOC101927835	ENSG00000253236
VIT	ENSG00000205221
PSMB10	ENSG00000205220
LOC101930370	ENSG00000245213
MIR941-5	ENSG00000275842
AP4E1	ENSG00000081014
RSBN1	ENSG00000081019
LINC00845	ENSG00000227244
RPS8	ENSG00000142937
ADAMTS4	ENSG00000158859
DMTN	ENSG00000158856
B4GALT3	ENSG00000158850
SLC4A1	ENSG00000004939
ACR	ENSG00000100312
TTTY20	ENSG00000232808
PHTF2	ENSG00000006576
SLCO4A1-AS1	ENSG00000232803
IGDCC4	ENSG00000103742
ITCH	ENSG00000078747
SERPINB9	ENSG00000170542
ARL6IP1	ENSG00000170540
SMAGP	ENSG00000170545
IRX1	ENSG00000170549
MED12L	ENSG00000144893
AGTR1	ENSG00000144891
DDB2	ENSG00000134574
PCGF2	ENSG00000277258
OR1L8	ENSG00000171496
PPID	ENSG00000171497
MIR7854	ENSG00000277255
MROH2B	ENSG00000171495
LRRC8D	ENSG00000171492
RSL1D1	ENSG00000171490
MRPL30	ENSG00000241962
GRAMD4	ENSG00000075240
PCDHAC2	ENSG00000243232
NBPF1	ENSG00000219481
RFESD	ENSG00000175449
KCCAT211	ENSG00000231574
LPL	ENSG00000175445
UPRT	ENSG00000094841
RBMX	ENSG00000147274
VTRNA1-1	ENSG00000199990
PDLIM4	ENSG00000131435
KIF3A	ENSG00000131437
COL11A1	ENSG00000060718
SLC6A11	ENSG00000132164
SETD1A	ENSG00000099381
BCL7C	ENSG00000099385
PHKG2	ENSG00000156873
PDIA2	ENSG00000185615
LOC100507557	ENSG00000235652
PJA1	ENSG00000181191
LOC101928618	ENSG00000261184
C1orf204	ENSG00000188004
CSN2	ENSG00000135222
TPRG1	ENSG00000188001
OR7D2	ENSG00000188000
NTRK2	ENSG00000148053
NPTXR	ENSG00000221890
MEP1A	ENSG00000112818
LOC101928509	ENSG00000248174
GFPT1	ENSG00000198380
CDY2B	ENSG00000129873
IDNK	ENSG00000148057
SLF1	ENSG00000133302
ZIM3	ENSG00000141946
NCOA1	ENSG00000084676
OR1A1	ENSG00000172146
LINC01377	ENSG00000249808
LAMP5-AS1	ENSG00000225988
C9orf142	ENSG00000148362
MSH2	ENSG00000095002
SMG6	ENSG00000070366
EXOC5	ENSG00000070367
PEX5L-AS2	ENSG00000244302
GPR143	ENSG00000101850
ATAD1	ENSG00000138138
GABRA1	ENSG00000022355
CLTC	ENSG00000141367
STAMBPL1	ENSG00000138134
CH25H	ENSG00000138135
LOXL4	ENSG00000138131
LOC102724701	ENSG00000275496
AXDND1	ENSG00000162779
LOC101929125	ENSG00000275491
USP32P2	ENSG00000233327
LOC101929099	ENSG00000236137
C11orf86	ENSG00000173237
GOLGB1	ENSG00000173230
LIPM	ENSG00000173239
OSBPL10-AS1	ENSG00000232490
LURAP1L-AS1	ENSG00000235448
PAPPA2	ENSG00000116183
LOC107985816	ENSG00000258910
TRPM5	ENSG00000070985
MIR4436A	ENSG00000265510
OSBPL9	ENSG00000117859
AVPI1	ENSG00000119986
DDX43	ENSG00000080007
ATP5F1	ENSG00000116459
WDR77	ENSG00000116455
LSS	ENSG00000160285
BRINP1	ENSG00000078725
CLPSL1	ENSG00000204140
SPA17	ENSG00000064199
LOC102724589	ENSG00000236799
ZFYVE1	ENSG00000165861
RBMY2EP	ENSG00000223637
RFPL4A	ENSG00000223638
LINC00299	ENSG00000236790
C12orf45	ENSG00000151131
LOC101928700	ENSG00000236795
BTBD11	ENSG00000151136
TMEM263	ENSG00000151135
TIMM13	ENSG00000099800
URGCP-MRPS24	ENSG00000270617
CDC34	ENSG00000099804
PRRT4	ENSG00000224940
MIR4711	ENSG00000266150
MIR3646	ENSG00000266151
TFRC	ENSG00000072274
ACIN1	ENSG00000100813
MIR6764	ENSG00000100811
CCNB1IP1	ENSG00000100814
TRIP11	ENSG00000100815
ANKAR	ENSG00000151687
LOC100996263	ENSG00000236866
INPP1	ENSG00000151689
MELTF	ENSG00000163975
EVX2	ENSG00000174279
DCDC5	ENSG00000170959
ZNF415	ENSG00000170954
PRKCDBP	ENSG00000170955
CEACAM3	ENSG00000170956
ZNHIT2	ENSG00000174276
PGK2	ENSG00000170950
OR8B12	ENSG00000170953
SLC25A5P4	ENSG00000234421
ZNF37BP	ENSG00000234420
LINC01250	ENSG00000234423
DMRTA2	ENSG00000142700
CR2	ENSG00000117322
LINC00558	ENSG00000261517
BRAP	ENSG00000089234
LOC107546764	ENSG00000261514
RPL30	ENSG00000156482
DPRXP4	ENSG00000264743
KCNS2	ENSG00000156486
MIR3689C	ENSG00000264744
MIR3924	ENSG00000264747
IQCJ-SCHIP1	ENSG00000250588
SMAD1-AS2	ENSG00000250582
LINC01511	ENSG00000250584
OR2AG2	ENSG00000188124
LOC101928602	ENSG00000267201
MIR132	ENSG00000267200
LOC105372068	ENSG00000267202
LOC101927411	ENSG00000267204
LCN6	ENSG00000267206
CCP110	ENSG00000103540
WBP1	ENSG00000239779
C16orf62	ENSG00000103544
SLC6A2	ENSG00000103546
DAZ1	ENSG00000188120
MIR3670-1	ENSG00000263918
SCN1A	ENSG00000144285
PKP4	ENSG00000144283
C3orf20	ENSG00000131379
RFTN1	ENSG00000131378
CAPN7	ENSG00000131375
TBC1D5	ENSG00000131374
HACL1	ENSG00000131373
SH3BP5	ENSG00000131370
ZNF492	ENSG00000229676
CEP126	ENSG00000110318
MIR1277	ENSG00000221463
RNF141	ENSG00000110315
MIR548AJ2	ENSG00000221466
HIST2H2AB	ENSG00000184270
MIR1271	ENSG00000221464
ERCC6L	ENSG00000186871
PDLIM5	ENSG00000163110
PDHA2	ENSG00000163114
KIR2DL4	ENSG00000189013
TK2	ENSG00000166548
GBP2	ENSG00000162645
WDR63	ENSG00000162643
C1orf52	ENSG00000162642
AKNAD1	ENSG00000162641
CACNA1C-AS1	ENSG00000246627
SPRED3	ENSG00000188766
TMEM198	ENSG00000188760
BCL2L15	ENSG00000188761
BEAN1	ENSG00000166546
FZD9	ENSG00000188763
ABCC6	ENSG00000091262
SNORD42B	ENSG00000238423
WDR75	ENSG00000115368
MRPL19	ENSG00000115364
LANCL1	ENSG00000115365
C6orf223	ENSG00000181577
ACADL	ENSG00000115361
POLR3D	ENSG00000168495
FEN1	ENSG00000168496
SDPR	ENSG00000168497
PHYHIP	ENSG00000168490
CCDC110	ENSG00000168491
FAM151A	ENSG00000162391
ACOT11	ENSG00000162390
LINC01500	ENSG00000258583
FAM181A-AS1	ENSG00000258584
ADAM23	ENSG00000114948
LOC100506498	ENSG00000258586
PARS2	ENSG00000162396
BSND	ENSG00000162399
LEXM	ENSG00000162398
ZNF234	ENSG00000263002
GTF2I	ENSG00000263001
EEF1B2	ENSG00000114942
HOXB6	ENSG00000108511
MED13	ENSG00000108510
ENO3	ENSG00000108515
MIR663B	ENSG00000221288
MIR1289-2	ENSG00000221287
DST	ENSG00000151914
BEND6	ENSG00000151917
PFN1	ENSG00000108518
LOC729739	ENSG00000260266
MIR3972	ENSG00000266634
ACTR3	ENSG00000115091
NKX6-2	ENSG00000148826
MTG1	ENSG00000148824
BRCA2	ENSG00000139618
RCC1	ENSG00000180198
CELA1	ENSG00000139610
TDRP	ENSG00000180190
ZBTB32	ENSG00000011590
LOC102725532	ENSG00000236951
SLC25A22	ENSG00000177542
NTF3	ENSG00000185652
UBE2L3	ENSG00000185651
ZFP36L1	ENSG00000185650
BRWD1	ENSG00000185658
TMEM87B	ENSG00000153214
MYL9	ENSG00000101335
HCK	ENSG00000101336
TM9SF4	ENSG00000101337
CCM2L	ENSG00000101331
PLCB4	ENSG00000101333
HERC2P3	ENSG00000180229
PRKRA	ENSG00000180228
INTS8	ENSG00000164941
FREM1	ENSG00000164946
KIAA1429	ENSG00000164944
ZNF709	ENSG00000242852
GEM	ENSG00000164949
ANKRD46	ENSG00000186106
CYP2R1	ENSG00000186104
LRRC70	ENSG00000186105
ARGFX	ENSG00000186103
SLC10A3	ENSG00000126903
SPRY4-IT1	ENSG00000281881
PAUPAR	ENSG00000281880
GIMAP1-GIMAP5	ENSG00000281887
KLF18	ENSG00000283039
C10orf120	ENSG00000183559
LOC100507283	ENSG00000245498
LOC100506319	ENSG00000283036
IL1RAP	ENSG00000196083
LOC101928174	ENSG00000250007
C11orf97	ENSG00000257057
LOC105370424	ENSG00000257056
LOC105374731	ENSG00000250003
LINC00907	ENSG00000267586
LOC107985075	ENSG00000214999
NCDN	ENSG00000020129
LOC101929080	ENSG00000258630
LOC102723544	ENSG00000255746
C1orf64	ENSG00000183888
LOC102724993	ENSG00000183889
CDK19	ENSG00000155111
GTF3C6	ENSG00000155115
MED8	ENSG00000159479
MLYCD	ENSG00000103150
PLXNB1	ENSG00000164050
CCDC51	ENSG00000164051
CTR9	ENSG00000198730
COL10A1	ENSG00000123500
LOC105376382	ENSG00000242147
F5	ENSG00000198734
BRICD5	ENSG00000182685
GALR2	ENSG00000182687
LRRTM3	ENSG00000198739
SLC5A1	ENSG00000100170
AMD1	ENSG00000123505
ASB16	ENSG00000161664
BCKDHB	ENSG00000083123
PLPP7	ENSG00000160539
OR5M10	ENSG00000254834
GVINP1	ENSG00000254838
LOC101929269	ENSG00000254839
ZNF526	ENSG00000167625
REPS2	ENSG00000169891
SCARNA20	ENSG00000252577
TBCEL	ENSG00000154114
WDR76	ENSG00000092470
OVOS2	ENSG00000177359
CCDC71	ENSG00000177352
RPL13AP3	ENSG00000177350
LOC100507391	ENSG00000237222
SULT1C2P1	ENSG00000237223
C10orf71	ENSG00000177354
PHB	ENSG00000167085
GNGT2	ENSG00000167083
B4GALNT2	ENSG00000167080
PBX3	ENSG00000167081
SNRPD1	ENSG00000167088
AKTIP	ENSG00000166971
MAPRE2	ENSG00000166974
EVA1C	ENSG00000166979
DCAF16	ENSG00000163257
CRYGC	ENSG00000163254
FZD5	ENSG00000163251
TGM1	ENSG00000092295
FAM156B	ENSG00000179304
ZCCHC5	ENSG00000179300
NR2C2	ENSG00000177463
KBTBD7	ENSG00000120696
DAB1	ENSG00000173406
TRAF2	ENSG00000127191
DTNBP1	ENSG00000047579
KIAA0556	ENSG00000047578
LINC00114	ENSG00000223806
MIR184	ENSG00000207695
MIR659	ENSG00000207696
MIR573	ENSG00000207697
MIR183	ENSG00000207691
MIR592	ENSG00000207692
MIR602	ENSG00000207693
MIR32	ENSG00000207698
MIR518A2	ENSG00000207699
OR13C2	ENSG00000276119
NMT1	ENSG00000136448
MYCBPAP	ENSG00000136449
CPT2	ENSG00000157184
RSAD1	ENSG00000136444
FDX1	ENSG00000137714
PPP2R1B	ENSG00000137713
RDX	ENSG00000137710
AMOTL1	ENSG00000166025
R3HCC1L	ENSG00000166024
ZNF331	ENSG00000130844
SV2C	ENSG00000122012
TRAM1	ENSG00000067167
MIR548H4	ENSG00000221616
TRAPPC11	ENSG00000168538
PIH1D3	ENSG00000080572
COL5A3	ENSG00000080573
BTBD17	ENSG00000204347
CD300LD	ENSG00000204345
STK19	ENSG00000204344
DXO	ENSG00000204348
RBAK-RBAKDN	ENSG00000272968
CRELD1	ENSG00000163703
IL17RC	ENSG00000163702
BIVM-ERCC5	ENSG00000270181
DAOA-AS1	ENSG00000232307
WNT7A	ENSG00000154764
XPC	ENSG00000154767
LOC101927721	ENSG00000232301
LOC105371260	ENSG00000234222
ZFYVE28	ENSG00000159733
TMEM229A	ENSG00000234224
LOC105370333	ENSG00000274605
RIMBP3B	ENSG00000274600
PI4KAP1	ENSG00000274602
DOCK6	ENSG00000130158
ECSIT	ENSG00000130159
ATP1B2	ENSG00000129244
FXR2	ENSG00000129245
ADGRL1	ENSG00000072071
VDR	ENSG00000111424
PCDHB10	ENSG00000120324
LPAR3	ENSG00000171517
PCDHB12	ENSG00000120328
SLC25A2	ENSG00000120329
LTV1	ENSG00000135521
MAP7	ENSG00000135525
RETSAT	ENSG00000042445
ZFYVE16	ENSG00000039319
C3orf33	ENSG00000174928
SH3BGRL2	ENSG00000198478
RTP2	ENSG00000198471
RAX	ENSG00000134438
CAPRIN1	ENSG00000135387
NUP155	ENSG00000113569
CNTD1	ENSG00000176563
EIF2B5-AS1	ENSG00000230215
LOC100133286	ENSG00000230212
DCAF4L2	ENSG00000176566
FAM92A1P2	ENSG00000230219
ZNF189	ENSG00000136870
ALDOB	ENSG00000136872
PRPF4	ENSG00000136875
STX17	ENSG00000136874
FPGS	ENSG00000136877
USP20	ENSG00000136878
S1PR1	ENSG00000170989
DCUN1D3	ENSG00000188215
TTTY7	ENSG00000147753
NCR3LG1	ENSG00000188211
POTEE	ENSG00000188219
KRT32	ENSG00000108759
TMEM167B	ENSG00000215717
BLOC1S5-TXNDC5	ENSG00000259040
POLR2I	ENSG00000105258
SHD	ENSG00000105251
FSD1	ENSG00000105255
TBCB	ENSG00000105254
C19orf73	ENSG00000221916
PPP2R2A	ENSG00000221914
OR2F2	ENSG00000221910
LINC00488	ENSG00000214381
APOBEC3F	ENSG00000128394
LINC01607	ENSG00000272138
MKRN1	ENSG00000133606
SLC18B1	ENSG00000146409
BORA	ENSG00000136122
NUP160	ENSG00000030066
UCA1	ENSG00000214049
TXNL4A	ENSG00000141759
IGFBP4	ENSG00000141753
LOC100128554	ENSG00000214043
IFNA7	ENSG00000214042
FKBP10	ENSG00000141756
SMAD6	ENSG00000137834
SMIM7	ENSG00000214046
LOC102724917	ENSG00000258038
LOC101928937	ENSG00000258039
RPS12	ENSG00000112306
VNN2	ENSG00000112303
IPCEF1	ENSG00000074706
PFN2	ENSG00000070087
LOC105376575	ENSG00000070081
C6orf62	ENSG00000112308
G6PC	ENSG00000131482
C7orf77	ENSG00000275356
MIR6756	ENSG00000076706
LOC105372476	ENSG00000267871
CT45A2	ENSG00000271449
MMP28	ENSG00000271447
LOC105373199	ENSG00000225919
CYP2W1	ENSG00000073067
SCARB1	ENSG00000073060
PGA3	ENSG00000229859
CLIC1	ENSG00000213719
HIST1H2AD	ENSG00000196866
ZFP28	ENSG00000196867
TOMM20L	ENSG00000196860
RGPD4	ENSG00000196862
FAM209B	ENSG00000213714
CAMK2G	ENSG00000148660
KCTD17	ENSG00000100379
UPK3A	ENSG00000100373
NT5DC4	ENSG00000144130
LATS2	ENSG00000150457
RABL2A	ENSG00000144134
TIRAP	ENSG00000150455
SLC20A1	ENSG00000144136
PLEKHH1	ENSG00000054690
ACVR2B-AS1	ENSG00000229589
LINC01167	ENSG00000224758
ATG10	ENSG00000152348
CTAGE10P	ENSG00000181358
MPC1L	ENSG00000238205
ZNF689	ENSG00000156853
LRRC75A	ENSG00000181350
PRR14	ENSG00000156858
LOC107983965	ENSG00000181355
TCEAL7	ENSG00000182916
CEP72	ENSG00000112877
NUDT12	ENSG00000112874
C11orf54	ENSG00000182919
G6PC3	ENSG00000141349
ELSPBP1	ENSG00000169393
RNASE3	ENSG00000169397
PTK2	ENSG00000169398
SLC1A2	ENSG00000110436
NDUFV2-AS1	ENSG00000266053
MIR4500	ENSG00000266052
ABHD12	ENSG00000100997
PYGB	ENSG00000100994
TRPC4AP	ENSG00000100991
SNORD90	ENSG00000212447
LOC101928266	ENSG00000262966
SNORA53	ENSG00000212443
LINC00397	ENSG00000223404
MEG9	ENSG00000223403
UBE2R2	ENSG00000107341
KCNJ5	ENSG00000120457
LOC105371252	ENSG00000261703
HPR	ENSG00000261701
ABCE1	ENSG00000164163
TMEM185A	ENSG00000269556
OTUD4	ENSG00000164164
LOC101929565	ENSG00000228067
LOC101929516	ENSG00000228060
SNORD50A	ENSG00000281147
SIX4	ENSG00000100625
NOL3	ENSG00000140939
EPS8	ENSG00000151491
CDH11	ENSG00000140937
ACAD8	ENSG00000151498
CMTM2	ENSG00000140932
ADAMTS3	ENSG00000156140
BIRC8	ENSG00000163098
TIMP1	ENSG00000102265
BBS5	ENSG00000163093
XIRP2	ENSG00000163092
FLYWCH2	ENSG00000162076
LINC01598	ENSG00000231934
MAP3K8	ENSG00000107968
STN1	ENSG00000107960
LUZP1	ENSG00000169641
SCGB1D1	ENSG00000168515
HEXIM2	ENSG00000168517
LOC101927229	ENSG00000267013
LINC01532	ENSG00000267014
LINC01024	ENSG00000245146
MIR5689	ENSG00000263705
LINC00524	ENSG00000259023
TVP23C-CDRT4	ENSG00000259024
LINC01588	ENSG00000214900
HIGD1C	ENSG00000214511
PCA3	ENSG00000225937
DKFZP434L187	ENSG00000225930
CTAGE4	ENSG00000225932
IFT46	ENSG00000118096
TREH	ENSG00000118094
TMPRSS11GP	ENSG00000229009
RBMY1D	ENSG00000244395
HNF4A-AS1	ENSG00000229005
KCND2	ENSG00000184408
MIR1179	ENSG00000221630
SAGE1	ENSG00000181433
SMCO2	ENSG00000165935
MIR1276	ENSG00000221634
SS18L1	ENSG00000184402
KRTAP12-1	ENSG00000187175
LCE4A	ENSG00000187170
LCE2A	ENSG00000187173
ATP1A4	ENSG00000132681
VSIG10L	ENSG00000186806
IFNA10	ENSG00000186803
PLAGL2	ENSG00000126003
PKIA-AS1	ENSG00000254266
LOC105379627	ENSG00000254269
TFCP2L1	ENSG00000115112
LINC01568	ENSG00000258779
SERPINB4	ENSG00000206073
SERPINB11	ENSG00000206072
ZDHHC11B	ENSG00000206077
RNY4	ENSG00000252316
SERPINB5	ENSG00000206075
MALAT1	ENSG00000251562
CTNNAL1	ENSG00000119326
GPAT4	ENSG00000158669
GPR15	ENSG00000154165
CDH12	ENSG00000154162
FKBP15	ENSG00000119321
INO80C	ENSG00000153391
POLR2D	ENSG00000144231
LPCAT1	ENSG00000153395
FAM206A	ENSG00000119328
BMF	ENSG00000104081
PAX7	ENSG00000009709
PCDH9-AS2	ENSG00000228842
OR1K1	ENSG00000165204
FAM174B	ENSG00000185442
FAM47A	ENSG00000185448
STRBP	ENSG00000165209
TMEM154	ENSG00000170006
CHD3	ENSG00000170004
PABPC1L	ENSG00000101104
STK4	ENSG00000101109
GIMAP5	ENSG00000196329
SLC2A10	ENSG00000197496
ZNF665	ENSG00000197497
LOC100133985	ENSG00000231327
LRRC34	ENSG00000171757
RPL13AP17	ENSG00000231322
PAH	ENSG00000171759
LSMEM2	ENSG00000179564
GCC1	ENSG00000179562
DUSP1	ENSG00000120129
RPF2	ENSG00000197498
FGF12	ENSG00000114279
ALDH1L1-AS1	ENSG00000250218
LINC01619	ENSG00000257242
ADAM32	ENSG00000197140
ACSL5	ENSG00000197142
EML3	ENSG00000149499
TMEM125	ENSG00000179178
LRRC8B	ENSG00000197147
LOC101929584	ENSG00000256115
OR6C2	ENSG00000179695
TRIM77	ENSG00000214414
TFF1	ENSG00000160182
TMPRSS3	ENSG00000160183
TFF3	ENSG00000160180
TFF2	ENSG00000160181
LOC100507053	ENSG00000246090
UBASH3A	ENSG00000160185
CA3-AS1	ENSG00000253549
PYDC2	ENSG00000253548
RSPH1	ENSG00000160188
TTC37	ENSG00000198677
FAM19A2	ENSG00000198673
LPA	ENSG00000198670
LINC01419	ENSG00000253898
MIR6829	ENSG00000276489
LOC105379715	ENSG00000253896
LOC102724612	ENSG00000253894
IL9R	ENSG00000124334
BGN	ENSG00000182492
GTF2IRD1P1	ENSG00000230583
SLC36A1	ENSG00000123643
NPHP3-AS1	ENSG00000248724
LOC102467147	ENSG00000248727
DHX16	ENSG00000204560
CPN2	ENSG00000178772
C6orf136	ENSG00000204564
PPP1R10	ENSG00000204569
MRPS18B	ENSG00000204568
ZBED2	ENSG00000177494
KMT2B	ENSG00000272333
LOC102723897	ENSG00000279457
C16orf82	ENSG00000234186
SERINC3	ENSG00000132824
PPP1R3D	ENSG00000132825
OSER1	ENSG00000132823
VSTM2L	ENSG00000132821
MTUS1	ENSG00000129422
CETN1	ENSG00000177143
LOC101928567	ENSG00000237057
NDUFAB1	ENSG00000004779
TP53	ENSG00000141510
HSPB6	ENSG00000004776
ARHGAP33	ENSG00000004777
OR10H5	ENSG00000172519
ZNF286B	ENSG00000249459
SMARCD1	ENSG00000066117
HSPB7	ENSG00000173641
ZFY	ENSG00000067646
LINC01251	ENSG00000233776
PLG	ENSG00000122194
MIR623	ENSG00000207719
MIR525	ENSG00000207711
MIR20B	ENSG00000207710
MIR200C	ENSG00000207713
MIR627	ENSG00000207712
MIR584	ENSG00000207714
MIR551B	ENSG00000207717
MIR572	ENSG00000207716
DHRS1	ENSG00000157379
KPNA7	ENSG00000185467
LINC00365	ENSG00000224511
LINC00620	ENSG00000224514
HTR2A-AS1	ENSG00000224517
LRRC32	ENSG00000137507
MIR6854	ENSG00000278412
DPF2	ENSG00000133884
MIR3689D2	ENSG00000264136
CCDC90B	ENSG00000137500
SYTL2	ENSG00000137501
MIR6512	ENSG00000278418
MIR3667	ENSG00000264139
PRCP	ENSG00000137509
TIMM17B	ENSG00000126768
LY9	ENSG00000122224
ELK1	ENSG00000126767
CD244	ENSG00000122223
LOC101929350	ENSG00000235343
ADGRB2	ENSG00000121753
ZNF510	ENSG00000081386
TMEM8A	ENSG00000129925
ANKRD53	ENSG00000144031
TPRKB	ENSG00000144034
NAT8	ENSG00000144035
EXOC6B	ENSG00000144036
ABCC11	ENSG00000121270
ZNHIT6	ENSG00000117174
PRELID3B	ENSG00000101166
CHFR	ENSG00000072609
PRDX2	ENSG00000167815
MAP2K7	ENSG00000076984
NBPF9	ENSG00000269713
VHL	ENSG00000134086
SNORD3D	ENSG00000277947
MIR8075	ENSG00000277942
MIR4664	ENSG00000265660
RARA-AS1	ENSG00000265666
MIR548AJ1	ENSG00000265669
MIR4722	ENSG00000103335
TPH1	ENSG00000129167
LOC102723996	ENSG00000277117
SKIV2L2	ENSG00000039123
CAV2	ENSG00000105971
CKAP5	ENSG00000175216
FAM182B	ENSG00000175170
NUP107	ENSG00000111581
PPM1E	ENSG00000175175
MIR6515	ENSG00000274417
CAV1	ENSG00000105974
ATP6V1E1	ENSG00000131100
LOC101060389	ENSG00000274419
CNN2	ENSG00000064666
MYLK	ENSG00000065534
PEX10	ENSG00000157911
FDFT1	ENSG00000079459
CHRM4	ENSG00000180720
MPP4	ENSG00000082126
HBA2	ENSG00000188536
LOC339298	ENSG00000263547
MIR5582	ENSG00000263540
P2RY10	ENSG00000078589
ZNF446	ENSG00000083838
GALT	ENSG00000213930
HBE1	ENSG00000213931
HBG1	ENSG00000213934
CLDN9	ENSG00000213937
OR3A1	ENSG00000180090
1-Sep	ENSG00000180096
TRNAU1AP	ENSG00000180098
NRP2	ENSG00000118257
HTR3B	ENSG00000149305
MIR1286	ENSG00000221039
C11orf52	ENSG00000149300
MIR1272	ENSG00000221033
NPAT	ENSG00000149308
MIR1193	ENSG00000221036
TNNT1	ENSG00000105048
CLEC2A	ENSG00000188393
GPR21	ENSG00000188394
ZXDC	ENSG00000070476
TCTEX1D4	ENSG00000188396
RAB3C	ENSG00000152932
PART1	ENSG00000152931
LMNTD1	ENSG00000152936
RSC1A1	ENSG00000215695
MARVELD2	ENSG00000152939
PCDHGB8P	ENSG00000248449
RNF4	ENSG00000063978
LINC01197	ENSG00000248441
SERHL	ENSG00000172250
EFCAB8	ENSG00000215529
USP34	ENSG00000115464
IGFBP5	ENSG00000115461
TRPM6	ENSG00000119121
MIR1302-10	ENSG00000259553
EFHD1	ENSG00000115468
SIGLEC7	ENSG00000168995
IL17A	ENSG00000112115
IL17F	ENSG00000112116
MRPL18	ENSG00000112110
CPLX1	ENSG00000168993
TUBE1	ENSG00000074935
SAMD4A	ENSG00000020577
MCM3	ENSG00000112118
PICALM	ENSG00000073921
SLIT2	ENSG00000145147
ANKRD12	ENSG00000101745
NOL4	ENSG00000101746
DNASE2B	ENSG00000137976
TNFRSF11A	ENSG00000141655
RCC2	ENSG00000179051
CDH8	ENSG00000150394
ERICH1	ENSG00000104714
MIR500B	ENSG00000239057
COX10-AS1	ENSG00000236088
ELFN1-AS1	ENSG00000236081
LOC101929180	ENSG00000260151
PXN-AS1	ENSG00000255857
IFNA17	ENSG00000234829
LOC285423	ENSG00000234828
RPL13AP5	ENSG00000236552
ECD	ENSG00000122882
MIR582	ENSG00000202601
SCAMP1	ENSG00000085365
KCNH5	ENSG00000140015
MIR488	ENSG00000202609
P4HA1	ENSG00000122884
SLC35F6	ENSG00000213699
S1PR3	ENSG00000213694
SEC14L1P1	ENSG00000213693
SNORA48	ENSG00000209582
RIMS1	ENSG00000079841
GAGE12J	ENSG00000224659
LINC00885	ENSG00000224652
CNTNAP3	ENSG00000106714
GATA3-AS1	ENSG00000197308
LOC107983990	ENSG00000197302
KCNS1	ENSG00000124134
HJURP	ENSG00000123485
LOC101927282	ENSG00000246876
ZNF333	ENSG00000160961
COL26A1	ENSG00000160963
TXNDC9	ENSG00000115514
RGS1	ENSG00000090104
LOC730668	ENSG00000280424
MIR3117	ENSG00000264720
MAD2L1BP	ENSG00000124688
HINT1	ENSG00000169567
PCBP1	ENSG00000169564
GJB1	ENSG00000169562
MIR4644	ENSG00000266245
STRIP1	ENSG00000143093
MIR4279	ENSG00000266243
MIR5091	ENSG00000266240
PLIN3	ENSG00000105355
CEACAM4	ENSG00000105352
CMA1	ENSG00000092009
LINC01257	ENSG00000204603
ZNF468	ENSG00000204604
SH2D2A	ENSG00000027869
MIR1205	ENSG00000221771
C3orf67	ENSG00000163689
RPP14	ENSG00000163684
ABHD6	ENSG00000163686
DNASE1L3	ENSG00000163687
MXD1	ENSG00000059728
RPL9	ENSG00000163682
SMIM14	ENSG00000163683
LOC728040	ENSG00000250436
LINC01598	ENSG00000250432
CLSTN2-AS1	ENSG00000250433
STAB1	ENSG00000010327
LCE3E	ENSG00000185966
SHOX	ENSG00000185960
BICD2	ENSG00000185963
LCE3A	ENSG00000185962
LOC101927769	ENSG00000226097
KRBA2	ENSG00000184619
LINC00937	ENSG00000226091
KCNH7	ENSG00000184611
NELL2	ENSG00000184613
SERPINI1	ENSG00000163536
PDLIM3	ENSG00000154553
FCRL1	ENSG00000163534
SGO2	ENSG00000163535
SORBS2	ENSG00000154556
DPPA2	ENSG00000163530
NFASC	ENSG00000163531
CLASP2	ENSG00000163539
PKMYT1	ENSG00000127564
TIGD5	ENSG00000179886
SYNGR3	ENSG00000127561
GNS	ENSG00000135677
CHKB-AS1	ENSG00000205559
PDXDC1	ENSG00000179889
AKR7A3	ENSG00000162482
SEC63	ENSG00000025796
IQCG	ENSG00000114473
ICAM1	ENSG00000090339
MYO19	ENSG00000278259
LOC101928132	ENSG00000254438
