gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
MMRN1	0.026279	0.759051	0.011023	0.0	0.004818	0.007615	2.290286	0.012066	0.100499	0.090639	0.020636	0.073703	1.885428	0.017159	0.561099	0.007468	0.016407	0.021091	0.017461	0.009242	2.619245
MMRN2	0.081691	0.088403	0.077346	0.089749	0.070026	0.443464	1.642325	0.076679	0.083366	0.050268	0.098195	0.073015	0.233411	0.231187	1.800469	0.087394	0.058463	0.074013	0.0	0.105671	2.335405
MND1	0.299851	1.015708	0.099164	0.126891	0.577906	0.539359	0.211943	0.14208	0.077231	0.604979	0.093134	0.301552	0.123938	0.159612	0.0	0.251717	0.339856	0.187048	2.317255	0.156874	0.614766
MNDA	0.529222	0.674825	1.453838	1.751713	0.0	0.044249	0.024993	1.447198	1.888685	0.167941	2.781137	0.266932	0.780397	0.127205	0.773629	0.647821	0.235059	0.504723	0.005503	0.022668	0.001566
MNS1	0.421806	2.098593	0.184367	0.227664	1.390465	0.563426	0.26258	0.308606	0.078594	0.289853	0.13649	0.257394	0.268934	0.187152	1.004752	0.111622	0.082824	0.207876	0.0	0.161116	0.344172
MPEG1	1.462771	0.696173	1.096562	0.62254	0.01593	0.05826	0.040262	1.434134	2.646027	0.259411	1.794796	0.504367	0.845457	0.400488	1.307544	0.577664	0.249029	0.416319	0.0	0.034055	0.02073
MPO	0.115562	2.485148	0.451132	0.152667	0.081733	0.071309	0.142851	0.249868	0.442589	0.102556	0.328517	0.288565	0.258495	0.506828	0.035378	0.232754	0.150579	0.281727	0.065711	0.144333	0.103707
MREG	0.617406	0.788485	2.488004	0.119425	0.444659	1.767539	0.244702	2.217663	0.430486	0.58285	0.005727	0.255851	0.174585	0.0	0.553068	0.444241	0.606729	0.500439	1.328937	0.542199	0.22258
MS4A1	2.639043	0.102974	0.205491	0.211394	0.015954	0.01102	0.0	0.134351	0.346965	0.190869	0.3268	0.416157	1.207415	0.173363	0.087584	0.452535	0.228601	0.405542	0.210029	0.125308	0.004315
MS4A14	0.721977	0.163314	1.098405	0.015312	0.0	0.008226	0.018472	1.783958	2.282158	0.089167	0.171502	0.142789	0.338045	0.194966	0.631043	0.169344	0.105333	0.14662	0.033566	0.015707	0.050414
MS4A3	0.144697	2.084975	0.130335	0.492843	0.055046	0.032312	0.017321	0.142029	0.77906	0.267994	1.293079	0.253866	0.29423	0.247117	0.0	0.983819	0.330668	0.608622	0.074991	0.084272	0.040865
MS4A4A	0.071841	0.466978	1.768931	0.091545	0.0	0.008239	0.050896	2.42123	1.364319	0.061943	0.165258	0.312715	0.21102	0.2972	1.349434	0.118585	0.065646	0.094068	0.363037	0.053649	0.010307
MS4A6A	0.166124	0.633159	1.494353	0.259658	0.0	0.003794	0.03763	0.962132	1.975179	0.148824	0.959594	0.414646	0.578662	0.86599	1.262697	0.279112	0.183959	0.272343	0.029195	0.042216	0.018013
MS4A7	0.641475	0.599335	1.703746	0.138851	0.044242	0.038079	0.0	2.529977	2.536324	0.310028	0.398684	0.37305	0.561372	0.318088	1.069332	0.494338	0.169146	0.311177	0.034899	0.066957	0.027448
MSR1	0.020556	0.100666	0.759201	0.142532	0.076439	0.0	0.033807	2.222157	0.411877	0.00828	0.12195	0.167139	0.068735	0.373413	0.482408	0.03958	0.022317	0.077802	0.065572	0.064219	0.068735
MTMR11	0.0	0.154648	0.569784	0.006729	1.304401	1.159136	0.523017	0.885505	2.327202	0.064567	0.367776	0.463885	0.686061	0.835153	1.018574	0.296262	0.290727	0.182485	0.053707	0.251014	0.621131
MXRA5	0.062291	0.114632	0.123758	0.468681	2.432374	0.90147	0.281144	0.116401	0.11438	0.171477	0.274592	0.128602	0.168574	0.279717	1.94129	0.05364	0.113622	0.134748	0.061567	0.132952	0.0
MYB	0.303963	2.32506	0.223143	1.289156	0.062647	0.154417	0.06059	0.237701	0.414535	0.415803	0.46242	0.177618	0.232323	0.229257	0.042217	0.672373	0.773033	0.482402	1.168176	0.66341	0.0
MYCT1	0.028468	0.755116	0.032757	0.728586	0.041385	0.100844	2.015975	0.034191	0.10966	0.024194	0.131808	0.022205	1.018913	0.100238	1.17897	0.049786	0.01937	0.045723	0.0	0.072087	2.421548
NAP1L2	0.389833	1.042127	0.0	0.146549	0.054551	1.322951	0.623426	0.034392	0.130649	1.688946	0.115483	1.561875	0.475588	0.010201	0.850175	1.055585	2.067594	1.465313	0.459815	1.633578	0.412275
NAP1L3	0.17454	2.267469	0.00097	0.297178	1.481951	0.2098	0.543565	0.037135	0.11253	0.834466	0.107222	0.158687	0.939195	0.048544	1.157794	1.038401	1.388889	1.220263	0.0	0.87258	0.441434
NAPSB	2.480649	0.404763	0.916117	0.009905	0.020959	0.0	0.035071	0.48836	1.347275	0.110891	0.175546	0.070997	0.510458	0.132482	0.245526	0.473283	0.172254	0.219048	0.038559	0.100089	0.022283
NCAPG	0.434365	1.118633	0.071295	0.018459	0.851192	0.64274	0.289793	0.206123	0.035589	0.596988	0.067767	0.335396	0.283177	0.119057	0.0	0.302204	0.375992	0.181679	2.481673	0.445949	1.035677
NCEH1	0.28506	0.481951	1.510884	0.073469	1.064905	0.417498	0.740732	2.438549	1.152014	0.586328	0.031134	0.279149	0.071267	0.002473	0.521129	0.060336	0.178596	0.196942	1.079758	0.0	0.884413
NCRNA00204B	1.509322	0.947962	0.912646	0.846529	0.571726	0.545355	0.879474	0.806365	1.088818	0.684317	1.530587	0.744471	1.244726	0.742636	0.792436	2.077114	1.576557	1.341887	0.783173	2.065557	0.709738
NCRNA00246B	1.914241	0.911977	0.120055	0.316522	0.0	0.141796	0.029237	0.106884	0.14806	0.707996	0.187956	0.545235	0.494781	0.182919	0.014339	1.149425	1.711273	1.375045	0.325367	2.180269	0.032152
NDP	0.040637	0.0026	1.025393	0.028931	0.208073	0.015363	0.161365	0.811335	0.278667	0.042319	0.038287	0.0	0.256228	0.095597	0.105105	0.028266	0.008146	0.040637	0.018988	0.081635	0.007166
NEK2	0.296111	0.846246	0.064201	0.679886	0.801182	0.488532	0.314373	0.202544	0.077163	0.662904	0.137053	0.343855	0.226119	0.167371	0.0	0.227893	0.431331	0.261635	2.331815	0.494714	0.863519
NELL2	0.17973	0.127841	0.150495	0.087036	0.009832	0.441352	0.028393	0.233422	0.341777	0.477224	0.491718	0.352039	1.310474	0.619121	0.175526	2.304006	2.217213	2.527388	0.480438	1.229472	0.0
NFE2	0.106238	2.08201	0.76781	1.455093	0.033569	0.28197	0.012681	0.156272	1.370495	0.10348	2.263209	0.127584	1.633198	2.399639	0.151818	0.471327	0.122603	0.254148	0.159781	0.085545	0.0
NFE4	0.060905	0.064569	0.13745	0.654255	0.063469	0.063836	0.200525	0.145544	0.199727	0.1191	2.311006	0.158733	0.427005	0.265951	0.05579	0.088608	0.0901	0.090473	0.043081	0.114166	0.189784
NKG7	0.262734	0.484691	0.245658	0.151792	0.021424	0.058722	0.078074	0.272187	0.726011	2.70038	0.737732	0.117374	0.627965	0.31654	0.291776	1.354855	0.608081	2.049197	2.712158	0.147722	0.0
NKX2-3	0.219545	1.946631	0.229768	0.122454	0.151417	0.137313	0.167259	0.182346	0.194133	0.119985	0.325935	0.216994	0.493547	0.450429	0.0	0.239169	0.204272	0.251176	0.131525	0.25978	0.133178
NLRC3	1.792797	1.4995	0.107361	0.258024	0.0	0.015711	0.197146	0.177761	0.371507	2.317945	0.387843	0.087253	1.426725	0.186171	0.147607	2.038659	2.269901	2.142327	2.136626	2.569081	0.421619
NLRC4	0.292244	0.254732	1.552672	0.33743	0.034314	0.024536	0.089752	1.867216	2.114814	0.105162	1.813866	0.164767	0.492461	0.244649	0.044714	0.327685	0.122469	0.200373	0.066244	0.120673	0.009097
NLRP3	0.113111	0.996919	0.961508	0.169179	0.008606	0.01572	0.021327	0.690203	2.195595	0.291694	1.09847	0.182859	0.376132	0.495706	0.038754	0.351988	0.25866	0.384425	0.128608	0.170816	0.0
NNMT	0.057725	0.096392	0.06958	0.169843	2.53478	0.202684	2.691533	0.126862	0.02866	0.093456	0.066494	0.182639	0.214309	0.148167	1.780052	0.02527	0.0	0.088505	0.024213	0.038044	2.153514
NOD2	0.598604	0.428578	1.164193	1.23598	0.0	1.607019	0.645643	0.981278	2.388625	0.832473	2.159471	0.357911	0.233392	0.322707	0.061481	0.483163	0.592896	0.479399	0.4119	0.485258	0.111321
NOG	0.112108	1.412266	0.065108	0.10955	1.726546	0.313923	0.340607	0.091238	0.205445	0.104955	0.326942	0.08467	0.448648	0.423108	0.078126	2.110255	1.822966	1.341597	0.017864	0.980311	0.496247
NOSIP	1.633557	1.508943	0.932178	0.692977	1.116972	1.406121	1.872594	0.904177	1.008899	1.325593	1.14604	1.019072	0.613768	0.0	0.874336	2.55131	2.299899	2.331021	1.551706	2.162903	1.470104
NOX4	0.030965	0.009754	0.004687	0.676515	0.325315	0.014842	0.92073	0.013022	0.020681	0.051404	0.062307	0.03799	0.09516	0.156725	1.062278	0.012295	0.014114	0.088605	0.04319	0.035767	2.224208
NPR3	0.046099	2.226377	0.095731	0.285733	1.22195	0.569883	0.050727	0.144698	0.14567	0.110965	0.172579	0.165206	0.21033	0.310201	1.017555	0.063744	0.105239	0.166679	0.071223	0.10143	0.0
NPY1R	0.033335	0.025033	0.021587	0.122866	0.041544	0.266333	0.070224	0.036061	0.033141	0.046278	0.059462	0.043315	0.036646	0.095376	2.523102	0.0	0.016832	0.038797	0.007426	0.022925	0.025033
NR1H3	0.069984	0.858349	1.027429	0.110275	0.483786	0.432545	1.371897	2.455997	0.437821	0.39209	0.145261	0.17772	0.0	0.430628	1.666341	0.075815	0.221684	0.161652	0.438302	0.135395	1.432409
NRGN	0.11954	0.360785	0.465482	0.14498	0.080536	0.062054	0.20928	0.349043	1.177955	0.150863	0.506795	0.294725	2.721448	0.431108	0.33185	0.208768	0.165927	0.324415	0.115228	0.065268	0.498948
NTN4	0.021758	0.023125	0.029661	0.022612	1.197229	0.499776	1.151834	0.01027	0.015479	0.004449	0.023638	0.041893	0.127431	0.065815	1.523511	0.053113	0.130228	0.138276	0.0	0.036621	2.571411
NTS	0.082571	0.249136	0.159503	0.242649	0.038622	0.070618	2.153939	0.18248	0.155352	0.209429	0.183531	0.362301	0.502993	0.618635	0.324535	0.093092	0.143466	0.131649	0.076087	0.081572	0.097619
NUF2	0.364938	1.149549	0.053188	0.041599	0.694969	0.56686	0.327661	0.162594	0.051938	0.867185	0.039754	0.290905	0.122328	0.005227	0.0	0.274918	0.516737	0.235894	2.477165	0.472978	0.822212
OGN	0.024261	0.042735	0.019483	0.034369	0.091528	0.006884	0.014509	0.061635	0.021073	0.080719	0.035063	0.035526	0.078523	0.073907	2.423458	0.01835	0.039937	0.06307	0.021982	0.054024	0.0
OLIG1	0.075614	0.172095	0.104548	2.701199	0.047981	0.050252	0.046426	0.188573	1.12566	0.102355	1.02807	0.059584	0.127559	0.087838	0.038862	0.16898	0.094589	0.126259	0.057559	0.054681	0.049115
OLR1	0.081956	0.16119	1.300183	0.327114	0.265726	0.061045	0.065084	2.360973	1.532862	0.140978	1.081342	0.162669	0.093552	0.099679	0.0	0.037172	0.054619	0.175164	0.01749	0.022112	0.026241
OR2W3	0.125892	0.563452	0.107108	0.181899	0.058968	0.067921	0.080355	0.096099	0.16743	0.077516	0.193405	0.187484	1.272551	2.382111	0.050367	0.127965	0.063155	0.110899	0.03474	0.071297	0.065675
OR52K3P	0.167811	0.241045	0.379379	1.257455	0.16397	0.163204	0.122002	0.570982	1.088045	0.199676	2.24742	0.344857	0.360745	0.442661	0.124986	0.235013	0.203214	0.172819	0.175909	0.206366	0.174749
ORM1	0.218474	0.219261	0.256659	0.139236	0.168423	0.173018	0.272806	0.33125	0.458705	0.130992	2.333948	0.361128	0.366221	0.635391	0.062611	0.356047	0.216114	0.350979	0.212188	0.223203	0.199682
OSCAR	0.092362	0.173181	1.758842	1.289727	0.157737	0.08147	0.137036	2.25736	2.152236	0.055167	1.713453	0.142415	0.181406	0.480767	0.00789	0.161814	0.097176	0.184614	0.067623	0.102441	0.002902
OSTALPHA	0.047554	0.060461	0.176773	0.149606	0.088465	0.12425	0.033783	0.21917	0.189462	0.079734	0.643454	0.39541	0.342334	2.244211	0.007924	0.129694	0.106038	0.119313	0.0	0.053759	0.067186
OXNAD1	0.455672	0.989694	0.938954	0.0	0.716409	1.076485	0.719537	0.878497	0.493336	1.484067	0.629472	1.111027	1.204538	0.753609	0.637606	2.308304	2.251355	2.440648	2.247768	1.79094	1.019548
P2RX5	2.63175	0.995265	0.46197	0.83344	0.278719	0.200901	0.125364	0.378923	0.578468	0.986377	0.56829	1.623046	1.245212	0.61832	0.116095	1.308463	1.188832	1.06455	1.113214	1.324237	0.236713
P2RY12	0.254245	0.077048	0.155674	0.069842	0.011105	0.0	0.01046	0.15289	0.300426	0.014124	0.087614	0.024128	2.46615	0.144583	0.60837	0.015421	0.001698	0.049259	0.001698	0.007456	0.000636
P2RY13	0.092534	0.261232	0.317089	1.38411	0.049725	0.084932	0.0	0.630608	1.232746	0.041307	2.581374	0.214998	0.355152	0.509399	0.524858	0.226809	0.105783	0.162337	0.01833	0.022792	0.024545
P2RY14	0.769929	0.367289	0.451234	2.681449	0.010783	0.073892	0.030438	0.202217	0.324368	0.307592	1.414337	0.017602	0.678071	0.002457	1.218971	0.305216	0.327665	0.237925	0.361159	0.111772	0.0
P2RY8	2.530992	1.824154	0.601049	1.775458	0.0	0.033168	0.274431	0.376125	1.3868	2.040423	1.832582	1.435136	0.895422	0.196564	0.260159	2.398223	2.268939	2.546592	1.689274	2.295371	0.19894
PAQR5	0.064811	0.282515	0.304737	0.146521	0.904203	1.151243	0.126855	1.809674	0.169978	0.099719	0.273679	0.182705	0.101479	0.484495	0.166354	0.045273	0.071169	0.107944	0.0	0.111478	0.070012
PARP15	2.178902	0.318226	0.234034	0.053602	0.016127	0.035379	0.033695	0.340581	0.199776	1.555484	0.173463	0.191425	0.450159	0.150697	0.0	0.613425	0.738928	1.218336	0.51289	0.976432	0.032434
PATL2	1.898973	0.527064	0.812023	0.808671	0.041591	0.156274	0.221243	0.640336	0.619284	1.926757	1.593042	0.721241	1.736593	0.482212	0.177566	1.325424	1.275823	2.243497	1.299808	1.283306	0.015314
PAX5	2.367574	0.474121	0.390184	0.502195	0.120267	0.121111	0.149164	0.332915	0.449729	0.223179	0.44197	0.738116	1.2948	0.74669	0.13509	0.663525	0.359978	0.383545	0.724763	0.428446	0.096775
PBK	0.418504	0.915808	0.061751	0.123818	1.71722	1.38908	0.703065	0.220962	0.041994	0.796274	0.067894	0.508845	0.223733	0.077318	0.0	0.25114	0.451927	0.160948	2.370755	0.444045	1.690274
PBX4	0.592651	0.396947	0.507823	0.272884	0.258494	0.420209	0.223344	0.451348	0.440591	0.673714	0.442125	0.194738	1.229132	0.623427	0.40906	1.529956	1.85686	1.574085	1.441509	2.375242	0.0
PCK1	0.082745	0.067113	0.036075	0.063854	0.047992	0.083298	0.096945	0.058986	0.030306	0.038446	0.035549	0.020687	0.082192	0.030829	2.348575	0.045064	0.024834	0.034498	0.031875	0.028217	0.091352
PCOLCE2	0.018297	0.101661	0.227812	0.063477	0.927971	0.255593	0.047721	0.829465	0.100765	0.010805	0.077336	0.094741	0.096077	0.03599	2.567235	0.019519	0.014643	0.051739	0.0	0.007989	0.016874
PDE6H	0.077425	0.103599	0.104412	0.085024	0.034646	0.033874	0.040062	0.185529	0.214571	0.069867	0.133587	0.060776	2.159748	0.1791	0.0	0.037738	0.061958	0.068282	0.037351	0.028868	0.031946
PDZK1IP1	0.073026	0.272847	0.105727	0.072723	0.039272	1.392422	0.1382	0.083643	0.289301	0.020803	0.30243	0.201249	1.330513	1.536375	0.173933	0.184287	0.073026	0.140727	0.0	0.101099	0.046671
PF4	0.221157	0.96326	0.248576	0.165795	0.180575	0.140833	0.120006	0.212968	0.955297	0.274245	0.683539	0.484927	2.838379	0.480255	0.487145	0.526286	0.395975	0.530324	0.143897	0.29541	0.141789
PF4V1	0.024411	0.12819	0.012272	0.023782	0.037589	0.019037	0.025924	0.009359	0.270709	0.03332	0.193232	0.044935	2.690355	0.006469	0.02757	0.042823	0.116163	0.091828	0.008876	0.021277	0.02028
PHF16	2.023982	2.252871	0.583614	0.314001	1.248746	1.702716	1.924334	0.317771	0.560817	0.194808	0.12477	0.610977	0.74236	0.127746	0.905839	0.124398	0.210472	0.081955	0.02902	0.0	2.067694
PHOSPHO1	0.115429	0.106456	0.306366	0.157461	0.106067	0.130369	0.108402	0.140673	0.126817	0.045867	1.52445	0.120524	0.176049	2.25677	0.083297	0.18134	0.098697	0.144256	0.152246	0.128	0.106456
PI3	0.052198	0.031255	0.171678	0.143137	0.025768	1.919481	0.068724	0.138481	0.2588	0.045528	2.183239	0.147109	0.167868	0.426079	0.0	0.120942	0.092414	0.067848	0.019264	0.084388	0.016757
PID1	0.089574	0.183855	0.118781	0.327989	0.851721	0.571471	0.069992	0.357529	1.386507	0.095278	0.120357	0.086469	0.178446	0.143616	1.077382	0.089574	0.053651	0.100477	0.0	0.115107	0.030902
PIK3R6	0.124881	0.315681	0.701843	2.434763	0.04716	0.028701	0.019264	0.464476	0.542769	0.179172	0.809309	0.172071	0.279381	0.246264	0.057423	0.090594	0.119002	0.122592	1.043145	0.052749	0.070282
PILRA	0.192789	0.18524	1.369679	0.172338	0.0	0.048499	0.099107	1.825885	2.041427	0.1296	2.576738	0.231989	0.223952	0.242557	0.215339	0.377126	0.124957	0.213193	0.036475	0.046579	0.023483
PIR	0.099924	0.648565	1.105173	0.060006	0.691523	1.278094	1.396405	1.069589	0.159099	0.296995	0.0	0.135037	0.228743	0.123437	1.113936	0.033231	0.139329	0.024483	0.430283	0.00954	2.578961
PKHD1L1	0.827802	0.113507	0.05333	0.059384	0.009634	0.0	2.356667	0.029486	0.142365	0.023884	0.066031	1.016399	1.745698	0.299742	0.204804	0.087939	0.019374	0.063811	0.014096	0.051686	1.475497
PKIB	0.114469	0.364099	1.782417	0.984674	0.128762	1.086987	0.14038	0.385234	0.504676	0.213762	0.134328	0.138981	0.181931	0.136188	0.048857	0.035722	0.096214	0.167651	0.483499	0.102124	0.0
PLA2G7	0.061517	0.374638	2.326353	0.00869	0.013507	0.672569	0.050024	2.553958	1.688624	0.088947	0.192559	0.170361	0.489307	0.173947	0.274277	0.188658	0.103788	0.102102	0.0	0.069877	0.022112
PLAC8	2.049065	2.45437	0.643011	2.005087	0.331456	0.145287	0.092657	0.865568	2.449793	2.568747	1.443351	1.76316	1.922411	0.6326	0.29117	2.239759	2.07895	2.579251	1.264085	1.252997	0.438957
PLCL1	0.143978	0.162792	0.742734	0.062499	0.366787	0.07689	0.096729	0.809528	0.485689	0.173899	0.554122	0.677439	0.351471	0.432311	0.845641	0.984037	1.281284	0.595531	0.0	2.161888	0.180411
PLEKHG1	2.324044	0.323764	0.146342	0.866847	0.155193	1.228515	1.794718	0.0	0.084834	0.057189	0.167334	0.042033	0.19928	0.14835	1.244679	0.040902	0.233039	0.211714	0.083673	0.195979	1.624823
PLIN1	0.079568	0.085818	0.122375	0.559954	0.070475	0.072465	0.063865	0.12468	0.126759	0.143272	0.19721	0.066505	0.216311	0.348942	2.761804	0.065845	0.100902	0.131158	0.062109	0.09435	0.063426
PLK4	0.294652	0.868177	0.054116	0.012961	0.409516	0.38252	0.119737	0.124792	0.0	0.583808	0.00627	0.114276	0.043627	0.13325	0.009022	0.146012	0.310367	0.14772	2.27168	0.208526	0.516083
PLN	0.058216	0.052911	0.063845	0.0	0.115581	0.034853	0.073095	0.04705	0.05615	0.040643	0.064736	0.057035	0.085758	0.209874	2.30061	0.097039	0.057035	0.113402	0.038033	0.052911	0.019961
PLSCR4	0.021377	0.803561	0.021377	0.925891	1.383306	0.253634	2.188996	0.020708	0.039886	0.086923	0.071077	0.089505	0.957821	0.033032	2.102022	0.0	0.019873	0.118676	0.065512	0.08932	2.651779
PLXDC1	0.054569	0.068311	0.251603	0.825375	0.393278	0.223117	0.339054	0.315246	0.29463	0.894607	0.6124	0.485227	1.201765	1.421324	1.732971	1.495576	1.279845	2.128019	0.302867	1.006257	0.0
PMCH	0.456219	0.456219	0.33384	0.48998	0.443551	0.360558	0.577003	0.298805	0.279668	0.600259	0.51723	0.380927	0.217439	0.648004	0.0	0.383117	1.18588	0.390427	1.927518	2.096091	0.841802
PNLIPRP3	0.033676	0.014239	0.058919	0.08979	0.0201	2.471409	0.107644	0.030045	0.030045	0.004303	0.034532	0.062465	0.029193	0.079751	0.039478	0.037109	0.019049	0.022837	0.039262	0.034961	0.0
PNOC	2.443269	0.227643	0.2654	0.14822	0.12192	0.078059	0.160798	0.222415	0.530305	0.100193	0.293422	1.900564	0.890429	0.545792	0.122626	0.303497	0.169837	0.199068	0.093938	0.208298	0.010815
POPDC3	0.0	0.050506	0.086932	0.082238	2.306445	0.381454	0.285184	0.130244	0.064323	0.040671	0.147468	0.342374	0.137709	0.138832	0.084041	0.02917	0.123556	0.078996	0.256832	0.013646	0.217882
POU2AF1	2.205162	0.33009	0.207351	0.743078	0.030541	0.054817	0.046115	0.168824	0.353681	0.20585	0.316805	2.283318	1.09504	0.400949	0.081982	0.738194	0.620933	0.416546	0.172119	1.032292	0.0
POU4F2	0.19176	0.124724	0.104849	2.204299	0.083729	0.080684	0.093673	0.111055	0.157265	0.250267	0.221586	0.141301	0.127474	0.202466	0.0	0.138525	0.110666	0.231231	0.065939	0.168138	0.068197
PPBP	0.155043	0.921934	0.355075	0.030493	0.002836	0.019396	0.006528	0.364248	1.26025	0.248692	0.860767	0.500056	2.825116	0.125129	0.690201	0.574542	0.334086	0.537392	0.009167	0.179455	0.0
PPP1R16B	1.908944	0.93381	0.750226	1.383942	0.0	0.053271	1.556685	0.205451	0.547343	2.137404	0.568143	0.548538	0.546148	0.377244	1.052278	1.453455	1.659084	1.606489	1.666329	2.461289	1.473687
PRAM1	0.33925	1.962019	1.266029	0.026719	0.243826	0.239448	0.478742	1.820872	2.329904	0.259221	2.250155	0.357171	0.774211	0.873013	0.239448	0.670596	0.320106	0.575012	0.237699	0.382681	0.207764
PRG2	0.153477	2.405975	0.313487	0.10619	0.091942	0.224689	0.797359	0.500918	0.393866	0.185418	0.334898	0.674045	0.160831	0.259842	0.338697	0.321439	0.204361	0.183062	0.635791	0.246033	0.231109
PRKXP1	1.097346	0.737985	0.204597	0.432981	0.0	0.526403	0.209447	0.387185	0.314363	1.072701	0.29972	0.281823	1.216901	0.191182	0.219721	1.646539	1.921643	1.639146	0.463964	1.844272	0.010209
PRO0471	0.529206	0.183218	0.13178	0.314315	0.038074	0.060013	0.108394	0.052424	0.220256	0.347235	0.306771	0.017837	0.213777	0.0	0.112276	0.712431	0.347235	0.527405	0.202476	0.139625	0.030558
PROCR	0.0	0.22726	0.175657	0.009542	1.017273	1.286146	2.482389	0.765667	0.245918	0.382441	0.013543	0.049646	0.367	0.036213	1.499903	0.094583	0.067983	0.298957	0.025361	0.005822	2.274234
PROK2	0.043398	0.535765	0.057195	0.131171	0.003285	0.002856	0.019461	0.071488	0.684153	0.124278	2.668099	0.073767	0.732279	0.077365	0.093816	0.137412	0.148234	0.407217	0.621712	0.162904	0.009053
PROM1	0.076073	2.389275	0.044313	0.088424	0.03277	0.03737	0.085996	0.075273	0.096562	0.116634	0.081425	0.073675	0.104215	0.161971	0.014356	0.079548	0.103667	0.146748	0.030479	0.116356	0.0
PRR15	0.410884	1.141911	0.484858	0.246286	0.810815	0.799667	0.711759	0.673343	0.486748	0.258392	0.501281	2.136882	0.48864	1.16403	0.417639	0.399865	0.366475	0.387067	0.352036	0.438007	0.514615
PRR15L	0.145374	0.155619	0.23861	0.323772	0.146348	0.277782	0.23962	0.309739	0.269084	0.197523	0.386991	0.439652	0.312851	2.345682	0.150247	0.141968	0.215481	0.201503	0.098125	0.224005	0.11105
PRRX1	0.021594	0.021594	0.078825	0.502118	2.539589	0.002115	0.0	0.098091	0.076576	0.123429	0.195172	0.161105	0.052092	0.268761	2.448932	0.043029	0.054851	0.11792	0.050164	0.064833	0.024556
PRSS16	0.388961	0.092728	0.167494	0.319618	0.02858	1.703426	0.197744	0.201067	0.168041	0.175158	0.29076	2.20173	0.424284	0.749071	0.0	0.12954	0.381829	0.219423	0.068516	0.218864	0.05131
PRSS33	0.136111	0.151253	0.242315	2.729449	0.186586	0.115968	0.082038	0.240926	0.232164	0.197934	1.016892	0.367603	0.258162	0.837926	0.145684	0.266393	0.194362	0.185258	0.322973	0.149751	0.154264
PTGDR	0.061136	0.060258	0.059381	0.319617	0.015272	0.021252	0.0	0.049326	0.102479	2.178404	0.174145	0.257993	0.916195	0.187315	0.501263	0.586703	0.150396	1.174955	0.179308	0.041068	0.011014
PTGER2	0.131356	1.344875	1.525942	0.611695	0.513487	0.044218	0.09439	1.263288	2.060531	2.42367	0.77381	0.285852	0.920051	0.425193	0.421065	1.320938	1.513397	1.655151	1.420785	1.046918	0.0
PTGS2	0.055719	0.798068	0.5139	0.286293	0.673587	1.15845	0.466734	0.687072	1.197776	0.189267	2.588112	0.321092	0.04289	0.096883	0.065873	0.155135	0.106876	0.149812	0.0	0.011433	0.475127
PTPN4	0.301659	0.339787	0.130356	0.0	0.267741	0.434336	0.206326	0.038936	0.059151	2.299922	0.082479	0.235811	0.570844	0.169567	0.499275	1.177209	1.072509	1.588273	1.243314	0.791451	0.319852
PTPRZ1	0.024062	0.026141	0.034515	0.095415	0.040223	2.19905	0.18254	0.038739	0.027599	0.033673	0.048975	0.233468	0.053282	0.14816	0.178799	0.0	0.014786	0.021163	0.017453	0.026141	0.013763
PTX3	0.06449	0.699083	0.62424	0.242805	2.677619	0.131882	2.431531	0.72845	1.102084	0.095824	0.64967	0.059977	0.362827	0.072632	0.133133	0.08171	0.068385	0.174645	0.0	0.022357	2.336127
PYHIN1	0.509363	0.155207	0.137291	0.209193	0.080929	0.13979	0.121173	0.243262	0.26095	2.342115	0.280241	0.139477	0.704732	0.257532	0.186293	1.163415	1.31501	1.457743	1.574962	1.396603	0.087489
RAB25	0.062284	0.028457	0.07534	0.0	0.057966	2.529577	0.317439	0.081795	0.073025	0.006737	0.072254	0.080243	0.137732	0.300006	0.068665	0.098487	0.075597	0.044861	0.051394	0.079467	0.012063
RAI14	0.065107	0.276254	0.35828	0.164999	2.106154	1.201854	2.222251	0.650284	0.303473	0.177997	0.096151	0.158331	0.285946	0.35882	1.05556	0.069057	0.139257	0.115482	0.031972	0.09229	2.584939
RALGPS2	2.277627	0.532428	0.247818	0.843755	0.977717	0.977717	0.43814	0.214961	0.331363	0.275131	0.719558	1.106536	0.622821	0.08185	0.188506	0.330914	0.335408	0.368048	0.0	0.221316	0.674129
RAMP1	0.371856	0.602532	2.415486	0.654312	0.516284	0.529786	0.344672	0.602532	0.457518	1.047079	0.325839	0.383729	0.5428	0.491581	0.279526	0.386833	0.378561	0.402404	0.375464	0.403445	0.175125
RARRES1	0.02251	0.168714	0.476022	0.0396	0.247122	0.508861	0.253894	1.152836	0.152568	0.022813	0.057868	0.069461	0.438549	0.264643	0.600606	0.054753	0.023722	0.065376	0.0	0.04669	0.374802
RASGRP1	1.674339	0.530707	0.831334	1.490806	0.245305	0.753053	0.070519	0.737414	0.500524	2.59828	0.764939	0.69213	1.589808	0.055978	0.256446	2.388319	2.538087	2.40419	2.356717	2.604652	0.0
