Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
EIF2B2	0.126619	0.029155	0.027129	0.020027	0.112978	1.0	0.380893	0.401062	0.233714	0.200585	0.322552	0.200132	0.166488	0.17335	0.059415	0.18817	0.375771	0.128495	0.0	0.184957	0.285842	0.151751	0.257681	0.289718	0.310784	0.240857	0.226428	0.301266	0.178228	0.289857	0.270125	0.027959	0.017411	0.014722
EIF5A	0.42207	0.121696	0.171032	0.105488	0.160556	0.591277	0.391953	0.407782	0.52985	0.290585	0.362145	0.210811	0.777771	0.208441	0.326287	0.348711	0.514328	0.089986	0.0	0.887386	0.678618	0.347015	1.0	0.545319	0.380246	0.32953	0.251893	0.42207	0.204671	0.400375	0.664152	0.097008	0.159774	0.142714
ELF3	0.000319	0.00737	0.007136	0.032301	0.003476	0.000472	0.001083	5e-05	0.031043	1.0	0.250968	0.000314	0.000172	0.0	5.2e-05	0.000718	0.001662	0.000172	0.049251	0.00029	0.000731	2.7e-05	0.000307	0.004946	0.000139	0.000349	0.00078	0.000753	0.003196	0.001429	1.3e-05	0.003265	0.001796	0.000996
ELL2	1.0	0.020174	0.013685	0.018377	0.0	0.01715	0.046237	0.008147	0.245545	0.027968	0.133795	0.085867	0.236174	0.126168	0.059485	0.075623	0.151002	0.056839	0.040036	0.019142	0.134877	0.158312	0.082383	0.067422	0.040535	0.073952	0.078014	0.0361	0.046538	0.142351	0.062421	0.004016	0.004606	0.003344
ELMO3	0.0	0.034697	0.053974	0.027879	0.032729	0.01149	0.013367	0.014134	0.335328	0.129716	0.494202	0.006401	0.00869	0.002751	0.00134	0.002004	0.955983	0.004584	0.126364	0.001841	0.018323	0.002496	0.004854	0.003047	0.005516	0.003223	0.002412	0.002714	0.004167	0.003306	0.005825	0.03475	0.053575	0.042559
ELOVL7	0.000218	0.00023	0.000409	0.002993	0.0	9.9e-05	0.002706	0.000946	0.026592	0.029119	0.044923	0.000298	0.000228	0.00019	0.000147	0.000602	0.019833	0.004744	9e-06	0.000795	2.4e-05	0.000142	0.000588	0.000213	6.4e-05	0.000126	0.000107	3e-05	5.1e-05	0.000268	0.000186	0.000176	0.000446	0.000103
EMCN	0.001085	1.6e-05	2.4e-05	0.0	3e-06	0.675612	0.458666	0.567589	2.6e-05	0.002847	0.000268	0.01291	0.004686	0.000155	0.004635	0.002005	4.1e-05	0.0	3.7e-05	1.6e-05	0.000108	7e-06	0.000693	0.028312	0.038395	0.000143	0.002517	0.013661	0.021836	0.001105	0.000656	0.003748	4e-06	7e-06
EMILIN1	0.129017	0.000546	0.00015	0.001037	0.000565	0.007269	0.005848	0.035836	0.001289	0.00025	0.00043	1.0	0.1298	0.294344	0.134562	0.177856	0.005244	0.054217	3.5e-05	0.004967	0.432896	0.162291	0.051695	0.174539	0.306947	0.388603	0.266694	0.312151	0.430518	0.374766	0.279376	0.0	0.000211	0.00015
EMP1	0.160236	0.0	1e-06	0.003741	8.6e-05	0.165765	1.0	0.120187	0.023421	0.050222	0.016934	0.501994	0.355986	0.038864	0.099772	0.203554	0.070249	0.291185	5.4e-05	0.164606	0.227251	0.105589	0.23987	0.072677	0.042709	0.068668	0.02204	0.099975	0.051189	0.123361	0.111207	0.00072	0.001163	0.000273
EMP3	0.115088	0.1846	0.374053	0.301752	0.228738	0.028573	0.033469	0.000434	0.001357	0.014715	0.0	0.063216	0.356708	0.144927	0.152749	0.075667	0.048427	0.106298	0.062163	0.131193	0.123025	0.134798	0.251083	0.082401	0.316264	0.443778	0.089096	0.169697	0.099145	0.133154	0.039926	0.09197	0.205394	0.158393
ENAH	1.0	0.007116	0.000232	5e-06	6.9e-05	0.06499	0.045581	0.024507	0.125633	0.117804	0.089129	0.13991	0.063037	0.09327	0.138465	0.076051	0.041251	0.000177	6e-05	0.042008	0.033007	0.432079	0.0843	0.141045	0.270586	0.123714	0.116564	0.144936	0.125449	0.079383	0.054276	0.000126	0.0	0.0
ENG	0.122353	0.008593	0.001971	0.028825	0.008466	0.32233	1.0	0.213643	0.007295	0.004294	0.002248	0.700081	0.366955	0.050004	0.082523	0.056797	0.019811	0.070433	0.0	0.02055	0.131343	0.176873	0.093009	0.064954	0.121603	0.034469	0.028726	0.05984	0.236508	0.073534	0.011366	0.003005	0.002895	0.002458
ENO2	0.059534	0.038464	0.132066	0.0	0.038839	0.049716	0.057064	0.008784	0.003221	0.109501	0.064278	0.078603	0.150722	0.107797	0.043158	0.03687	0.006221	0.069988	0.002367	0.071443	0.047678	0.04549	0.078406	0.295114	0.095897	0.126927	0.16938	0.172598	1.0	0.110561	0.157195	0.214338	0.192245	0.191907
ENPP2	0.456389	0.000136	0.0028	0.00125	0.0	0.003795	0.002664	0.014334	0.003267	0.003615	4.9e-05	0.043224	0.116099	0.128119	0.018431	1.0	0.001326	0.000207	0.004916	0.135269	0.033184	0.295597	0.153798	0.021049	0.033806	0.021701	0.012068	0.216933	0.102121	0.150264	0.011216	0.008483	0.001391	0.000471
ENTHD1	0.000878	6.9e-05	0.000108	0.0	1.2e-05	4e-06	0.000165	6e-06	0.000114	2.3e-05	2e-06	0.000165	2.2e-05	1.7e-05	6.9e-05	1.6e-05	0.000181	0.084827	2e-06	1.0	0.000483	3e-05	3.1e-05	0.001287	1.7e-05	1.8e-05	1.5e-05	2.2e-05	1.3e-05	3.6e-05	3.1e-05	0.005339	0.003688	0.005433
ENTPD2	0.000522	5.3e-05	8.3e-05	0.0	1e-05	0.00012	0.000126	0.000333	0.346135	0.004246	0.036937	0.000126	1.7e-05	0.002175	0.001835	1.3e-05	0.012946	0.0	0.173039	5.5e-05	0.013564	2.3e-05	2.5e-05	2.3e-05	0.000975	0.001667	1.2e-05	1.7e-05	0.00035	2.8e-05	2.4e-05	1.3e-05	0.002217	2.2e-05
EPB41L1	1.0	0.0	0.00124	0.000374	0.002282	0.084984	0.08773	0.12271	0.246386	0.225325	0.044336	0.410474	0.157949	0.106664	0.105895	0.22879	0.015588	0.540726	0.002594	0.047688	0.181032	0.225325	0.130511	0.155654	0.148065	0.127871	0.187398	0.121332	0.374909	0.150275	0.144608	0.000791	0.000567	0.000464
EPDR1	0.648985	0.0	1e-05	0.001919	0.024361	0.030263	0.032935	0.023731	0.353851	0.636505	0.078545	0.132887	0.024023	0.451048	0.303942	0.177532	0.002227	0.240706	0.001043	0.83817	0.058854	1.0	0.208997	0.741031	0.660513	0.094936	0.734339	0.522991	0.678226	0.325628	0.126789	0.001013	0.001432	0.009434
EPHB1	0.000845	0.00082	0.000964	0.001514	0.000379	0.002519	0.001736	0.008305	0.0	0.016761	0.000263	0.000498	0.002558	0.000514	0.003623	0.001525	0.00064	0.01169	1.0	0.00029	0.00045	0.001634	0.000995	0.00212	0.00244	0.001269	0.001186	0.001038	0.001344	0.000234	0.0009	1.6e-05	0.000347	0.000486
EPHB6	0.001835	0.067205	0.137478	0.056393	0.009113	0.005283	0.000471	0.0	0.003102	0.002955	0.002765	0.344819	0.004228	0.019915	0.044914	0.025466	0.000678	0.038292	0.083364	0.001973	0.109455	0.009399	0.024915	0.023444	0.079373	0.003333	0.00794	0.028338	0.038957	0.017573	0.01625	0.196712	0.109996	0.034042
EPHX1	0.2367	0.002651	0.001212	0.021297	0.001177	0.025948	0.104092	0.113653	0.066393	0.087721	0.037932	1.0	0.037752	0.093538	0.090437	0.173795	0.010531	0.070509	0.002585	0.135364	0.062657	0.147309	0.064234	0.036009	0.045514	0.116723	0.059868	0.069026	0.117993	0.174807	0.023737	0.000372	0.0	0.000523
EPHX2	0.143979	0.015213	0.021495	0.004085	0.014257	0.008501	0.031076	0.02056	0.091011	0.06649	0.063965	0.284754	0.027562	0.047047	0.125064	0.034775	0.074665	0.0	0.00209	0.077131	0.037768	0.03444	0.01943	0.011523	0.01623	0.043391	0.049983	0.025625	0.010778	0.018893	0.041944	1.0	0.293896	0.127933
EPHX4	0.010218	0.00024	0.000373	0.0	0.246404	0.674222	1.0	0.733402	0.589776	0.921894	0.052094	0.0411	7.8e-05	0.023518	0.02051	0.064123	0.105437	0.042375	9e-06	0.02738	0.176767	0.035986	0.018736	0.041704	0.057749	0.024597	0.071543	0.009497	0.005507	0.057064	0.037021	0.003261	0.006065	0.13805
EPS8	0.697051	0.001848	0.001179	0.012215	0.000754	0.130742	0.025041	0.049005	0.194742	0.379157	0.09635	0.767861	0.338897	0.441294	0.492935	0.222585	0.027104	0.197117	0.0	0.917261	0.409605	0.637258	0.766931	0.564966	0.929415	0.333656	0.426104	0.501495	0.654067	0.269573	0.493362	0.010328	0.009871	0.003698
EPS8L1	0.0	0.001008	0.003228	0.007983	0.033171	0.024673	0.040822	0.053101	0.349123	0.09294	0.727037	0.003783	0.004415	0.001053	0.002895	0.001163	0.193143	0.017333	0.003033	0.021501	0.03227	0.001658	0.004263	0.004017	0.002237	0.002365	0.002083	0.002839	0.001419	0.003	0.004887	0.002519	0.010287	0.007762
ERG	0.858218	2.1e-05	3.3e-05	0.000575	4e-06	1.0	0.587404	0.749482	0.006431	0.000866	0.001478	0.012547	0.02069	0.002205	0.060688	0.001029	0.003091	0.0	0.034901	0.001569	0.000146	0.004328	0.002015	0.002535	0.374236	0.000436	0.00366	0.012185	0.167399	0.002207	0.002171	0.004154	5e-06	9e-06
ERH	0.03685	0.05048	0.089427	0.040948	0.067783	0.084467	0.08555	0.145944	0.007249	0.030212	0.053542	0.05048	0.042167	0.102666	0.023101	0.019789	0.03414	0.061751	0.0	0.044097	0.072354	0.017891	0.073917	0.088894	0.1456	0.187509	0.153556	0.243496	0.018196	0.055701	0.070695	0.0566	0.086766	0.08203
ERLEC1	0.311392	0.035657	0.071817	0.030464	0.124554	0.133147	0.068959	0.174563	0.131754	0.245598	0.303716	0.197853	0.299041	0.26973	0.167564	0.231388	0.156524	0.130641	0.0	0.174184	0.299285	0.313713	0.185957	1.0	0.483219	0.205359	0.536158	0.186199	0.472615	0.527312	0.362384	0.045736	0.103972	0.129246
ESAM	0.000706	0.014299	0.001707	0.002303	0.00044	0.376894	1.0	0.136886	0.000481	0.002064	0.000209	0.037331	0.000205	0.000368	0.002355	0.000561	7e-06	9.4e-05	0.0	0.00027	0.019989	0.000655	0.000977	0.013894	0.034786	0.000327	0.001197	0.007052	0.011527	0.00085	0.002451	0.005434	0.004883	0.000463
ESM1	0.002094	5e-06	8e-06	0.0	0.001804	0.918179	1.0	0.621517	8e-06	6.1e-05	0.000415	0.001951	0.041945	0.003115	0.01754	0.000652	1.3e-05	0.0	0.0	0.00011	0.010651	0.004492	0.017512	0.441858	0.6425	0.007347	0.005062	0.067954	0.521978	0.009516	0.349922	0.002578	0.003571	0.008198
ESPN	2.8e-05	9.4e-05	0.000146	0.0	0.015438	0.034785	0.055259	0.03755	0.088318	0.002816	0.602585	0.006704	0.003003	2.3e-05	9.4e-05	0.000609	0.130684	0.00828	3e-06	0.002871	0.000647	4.1e-05	0.001265	0.002722	2.3e-05	0.006026	2.1e-05	3.1e-05	0.001155	0.011056	0.011506	0.005711	0.193524	0.08587
ESPNL	0.067223	0.003097	0.172692	2e-06	0.000642	0.000693	0.002485	4e-06	0.001972	0.0435	0.002474	0.039671	0.020487	0.034832	0.0295	0.025126	0.01612	0.0	0.000707	0.002485	0.440442	0.100292	0.088842	0.054764	0.00517	0.040087	0.056337	0.004841	0.036306	0.097295	0.118838	0.000108	0.00093	0.000421
ESR1	0.141426	0.144208	0.237047	0.067493	0.01014	0.003834	0.013199	0.0	0.021136	0.004725	0.01281	0.099441	0.016229	0.046501	0.099547	0.19833	0.053055	0.235527	0.02991	0.110396	0.109609	0.157905	0.049346	0.049679	0.296477	0.054979	0.061969	0.216838	0.056412	0.044424	0.654749	0.270554	0.088559	0.020362
ESR2	0.005351	0.268337	0.734701	2.8e-05	0.010006	0.021688	0.072354	0.015796	0.00017	0.002787	0.004614	0.000247	3.4e-05	0.016084	0.006229	0.012335	0.021688	0.0	0.023795	1.0	0.00072	4.5e-05	0.008018	0.003988	0.000583	0.047327	0.003717	0.002049	0.007626	0.015215	0.009089	0.000668	0.001395	0.005153
ETFB	0.121316	0.050165	0.094167	0.021392	0.015724	0.109416	0.132817	0.159525	0.049502	0.058262	0.085122	0.471289	0.206499	0.171153	0.123887	0.101383	0.161382	0.058776	0.0	0.231304	0.223516	0.110261	0.440193	0.255854	0.269658	1.0	0.387454	0.60231	0.065639	0.313242	0.22288	0.018708	0.097947	0.056677
ETS2	0.266418	0.002286	0.0	0.916116	0.012117	0.297732	0.267541	0.181959	0.373607	0.113904	0.904382	0.15461	0.040171	0.440065	0.178197	0.084136	0.209914	0.014818	0.458103	0.012872	0.191432	0.011183	0.05848	0.097848	1.0	0.043365	0.1978	0.134318	0.256538	0.150934	0.109746	0.032904	0.020568	0.02768
EVC2	0.615704	0.0	0.008476	0.025366	0.003493	0.357377	0.207848	0.468468	0.461821	0.335572	0.462718	0.917393	0.289936	0.746492	0.650731	0.732647	0.436899	0.019696	3e-06	0.378378	0.509058	0.754412	0.408652	0.408442	0.435096	0.820762	0.640377	1.0	0.345292	0.543583	0.499373	0.002675	0.125407	0.122233
EXO1	0.126182	0.027639	0.01404	0.001015	0.058459	0.423416	0.557385	0.201322	0.098051	0.127329	0.01521	0.0	0.304251	0.050879	0.592026	0.064512	0.469463	0.124792	0.034315	0.476851	0.190439	0.10494	0.764763	0.597207	0.371315	0.047008	0.091547	0.112554	0.079916	0.229123	0.442786	0.00247	0.013161	0.014641
EXOC6	0.002346	0.108281	0.102066	0.060505	0.047862	0.390543	0.163184	1.0	0.003499	0.018809	0.043612	0.000162	0.002695	0.01696	0.011913	0.001619	0.0	0.088195	0.197796	0.020351	0.011296	0.010305	0.007245	0.034592	0.037392	0.035751	0.048328	0.028779	0.104592	0.025269	0.028709	0.048839	0.057204	0.057881
EXPH5	0.032729	0.011583	0.00547	0.000848	0.012543	0.000728	0.002207	0.000308	0.186185	0.041409	0.110781	0.0	0.001295	0.036063	0.004468	0.017256	0.042181	0.000113	0.000426	0.001048	0.008878	0.001612	0.002098	0.000685	0.002409	0.013306	0.004484	0.002003	0.002497	0.01548	0.00338	0.031206	0.006991	0.00567
EXT1	0.215495	0.007806	0.013419	0.07478	0.011225	0.196425	0.158073	0.126681	0.194619	0.262424	0.181025	0.127564	0.193788	0.457809	0.154983	0.329769	0.236681	0.0	0.059533	0.026828	0.116597	0.500642	0.26464	0.562865	0.750937	0.724493	1.0	0.745491	0.935634	0.482084	0.383806	0.019059	0.012179	0.010275
F13A1	0.000522	0.003073	0.001668	0.366973	0.00078	4.1e-05	0.000201	0.0	8e-06	4.2e-05	9.5e-05	1.1e-05	1e-06	4.9e-05	5e-06	0.001062	1.3e-05	0.005065	0.02283	5e-06	3.4e-05	0.000122	0.017681	2e-06	1e-06	1e-06	1e-06	0.00024	1e-06	2e-06	7e-05	0.001309	0.005889	0.000317
F2R	0.001113	0.0	0.000143	0.002084	0.18552	0.447758	0.385084	0.287989	0.210254	0.084476	0.034028	0.360222	0.011228	0.577478	0.322591	0.166839	0.090453	0.000385	0.001937	0.160651	0.068976	0.084476	0.205092	0.449864	0.32733	0.125085	0.181173	0.183617	1.0	0.418461	0.160157	0.003329	0.020628	0.127669
F3	0.020002	6.7e-05	2e-06	0.013802	1.4e-05	0.002856	0.000886	0.001997	1.0	0.034334	0.407167	0.024508	0.069019	0.096058	0.007467	0.014585	0.616648	0.009645	0.0007	0.001152	0.020496	0.003056	0.021404	0.017945	0.001189	0.002952	0.097574	0.003829	0.042689	0.008368	0.005856	0.0	6.7e-05	1.5e-05
FAAH2	0.001884	0.071108	0.063577	0.00153	0.0	0.015538	0.005362	0.016862	0.013948	0.165883	0.141548	0.019018	0.004209	0.003664	0.001116	0.003925	0.045735	0.000759	0.000197	3.6e-05	0.000286	0.000448	1.2e-05	0.000562	0.003234	0.009938	0.002845	0.001439	0.002363	0.002002	0.00059	0.350431	0.432029	0.121409
FABP3	0.033205	2e-06	3e-06	0.0	8.6e-05	0.000422	0.003421	0.001544	0.000341	0.037938	0.003947	0.001511	0.003695	0.397109	0.051484	1.0	0.002343	0.304188	3e-05	0.001649	0.145379	0.031184	0.320647	0.002422	0.102142	0.161992	0.103492	0.060069	0.022229	0.0726	0.116875	0.0	7.5e-05	1e-06
FABP4	0.000894	0.0	0.0	0.0	0.0	0.045496	0.020564	1.0	0.0	0.000335	9.8e-05	0.012993	0.0	4.2e-05	0.000341	4.8e-05	5.3e-05	0.116152	0.0	5.7e-05	0.002633	4.1e-05	0.000339	0.004175	0.000298	0.000287	0.000136	0.00025	0.00017	5.2e-05	0.007736	6.5e-05	0.0	0.0
FADS2	0.0506	0.007711	0.007023	0.00756	0.05003	0.173834	0.174919	0.073261	0.068096	0.093926	0.054495	0.044489	0.004541	0.374634	0.124117	0.764651	0.196909	0.079289	0.013679	0.450529	1.0	0.278509	0.427331	0.081759	0.229143	0.189959	0.352131	0.1917	0.254812	0.348358	0.375606	0.002304	0.012826	0.0
FAH	0.102031	0.003494	0.0	0.080938	0.02965	0.078692	0.197044	0.041904	0.121113	0.16076	0.176907	0.469158	0.182284	0.328783	0.192078	0.137157	0.248054	0.621159	0.03843	0.247004	1.0	0.101389	0.227513	0.101693	0.316224	0.531193	0.414478	0.370496	0.265495	0.381534	0.294204	0.018394	0.012543	0.032452
FAIM2	0.009947	8e-06	1.3e-05	0.0	0.00052	1.3e-05	1.9e-05	1e-06	1.3e-05	3e-06	0.000369	1.0	0.017132	0.007061	0.040974	0.003098	0.00051	0.032496	0.0	0.000681	0.003526	0.003444	0.0033	0.004119	0.004651	0.025353	0.022983	0.09155	0.018162	0.014999	0.006784	9e-06	0.000195	0.00038
FAM102B	0.08828	0.052147	0.04585	0.226336	0.123517	0.019839	0.00277	0.011336	0.049632	0.012687	0.0	0.126393	0.008669	0.152808	0.271749	0.165517	0.011751	0.124927	0.075831	0.220783	0.054819	0.057655	0.064389	0.089295	0.12645	0.191586	0.316463	0.150977	0.150181	0.158998	0.127333	0.052951	0.070596	0.077721
FAM110B	1.0	0.001681	0.0	0.150693	0.001696	0.023892	0.039852	0.070301	0.060858	0.786474	0.10748	0.525603	0.513977	0.151607	0.399307	0.376726	0.024255	0.008112	0.266152	0.065332	0.051382	0.416467	0.076634	0.296736	0.12988	0.122931	0.405727	0.311188	0.150172	0.155703	0.164869	0.000107	0.003341	0.001886
FAM114A1	0.727474	0.00094	0.000688	0.008686	0.0	0.242242	0.171339	0.147672	0.191775	0.23675	0.092354	0.379025	0.38804	0.524548	0.547374	0.747437	0.126343	0.01786	0.017848	0.296744	0.492667	0.669613	0.444468	0.793812	0.672127	0.524548	0.571766	0.491271	0.552602	1.0	0.698294	0.000179	2.2e-05	1e-06
FAM124B	0.001233	0.000953	0.000596	0.031864	0.012966	1.0	0.274061	0.535049	2.3e-05	0.001616	0.000402	0.005208	0.000162	0.00018	0.004264	0.000511	4.1e-05	0.002171	0.003569	0.001303	0.000123	0.0	0.001629	0.003833	0.022381	0.000663	0.001365	0.000742	0.001304	0.002121	0.001761	0.005423	0.027634	0.000161
FAM127B	0.018417	0.013567	0.00812	0.032968	0.012891	0.020991	0.254401	0.015985	0.030348	0.005401	0.028398	0.191619	1.0	0.020894	0.030848	0.034819	0.200215	0.052649	0.045971	0.023737	0.311076	0.033755	0.050865	0.0	0.007233	0.024358	0.00828	0.009876	0.058744	0.027967	0.004514	0.018189	0.018895	0.021995
FAM150B	0.001096	0.001903	3.7e-05	0.0	0.045424	2e-06	0.001298	5.5e-05	3.9e-05	0.071722	0.002815	5.7e-05	0.000425	0.001367	0.005106	0.000312	6.2e-05	0.002682	1e-06	2.5e-05	0.000165	1e-05	0.001679	0.00044	0.000438	7e-06	0.003632	0.000211	5e-06	0.000425	1.1e-05	0.0	6e-06	1e-05
FAM153A	7e-06	0.050474	0.009082	0.002948	0.001457	0.000599	5.2e-05	2e-06	0.001149	0.015077	0.006706	5.2e-05	7e-06	5e-06	0.00075	0.001359	0.003281	0.0	1e-06	2.3e-05	0.00015	9e-06	1e-05	0.001689	5e-06	0.000535	5e-06	7e-06	0.001201	0.002192	0.00289	1.0	0.332859	0.035422
FAM160A1	0.03153	0.005652	0.010637	0.008199	0.000397	0.02148	0.023348	0.015743	0.921812	0.311649	0.793335	0.003724	0.001779	0.00067	0.01117	0.012057	0.481484	0.0	0.115139	0.015937	0.014402	0.08271	0.008018	0.00291	0.000416	0.002448	0.019005	0.001508	0.006689	0.004341	0.030341	0.045257	0.039903	0.022586
FAM174B	0.087328	0.0	0.004742	0.082242	0.005607	0.090032	0.050295	1.0	0.01626	0.088064	0.020444	0.058565	0.036159	0.017187	0.035917	0.030882	0.019775	0.009946	0.347122	0.065727	0.005576	0.034617	0.009811	0.014722	0.05371	0.044095	0.022842	0.038981	0.023951	0.016297	0.009606	0.047202	0.013442	0.01496
FAM184A	0.044702	0.037086	0.022327	0.0	0.007998	0.026043	0.013147	0.017171	0.007724	0.051918	0.005111	0.041534	0.004479	0.059579	0.043652	0.022813	0.020182	0.000474	0.002961	0.0492	0.022355	0.012497	0.036512	0.019634	0.090049	0.004545	0.021994	0.019668	0.01688	0.015106	0.047397	1.0	0.206651	0.113905
FAM19A1	0.003982	0.015979	0.00038	4.6e-05	0.121889	0.003219	0.000578	2.3e-05	0.000399	0.003438	9e-06	0.000577	8e-05	0.001833	0.004734	0.006226	0.000634	0.0	0.000252	0.000253	0.001685	0.000106	0.000112	0.000106	0.003987	0.008779	0.003335	0.00398	0.003005	0.007244	0.000111	0.519434	0.60422	1.0
FAM20A	0.112715	0.00921	0.001197	0.008942	0.000821	5.7e-05	3.2e-05	0.000126	0.001885	0.040867	0.002024	1.0	0.123657	0.167616	0.233695	0.150693	3.8e-05	0.251055	0.028153	0.0	0.170012	0.756994	0.2884	0.060864	0.383706	0.15342	0.371881	0.312717	0.041615	0.191444	0.179002	3.8e-05	0.000511	0.00072
FAM30A	3e-06	1.0	0.990425	0.000584	0.000297	1e-06	2.3e-05	1e-06	1.6e-05	3e-06	0.0	2.3e-05	8.6e-05	2e-06	1e-05	2e-06	2.5e-05	0.0	0.000563	1e-05	6.6e-05	4e-06	4e-06	4e-06	2e-06	3e-06	2e-06	3e-06	2e-06	5e-06	4e-06	0.008973	0.000506	0.000459
FAM3C	0.130623	0.295814	0.103884	0.024621	0.079473	0.08369	0.090477	0.073101	0.159847	0.240621	0.088553	0.227641	0.085203	0.039426	1.0	0.10379	0.09168	0.058791	0.0	0.04779	0.091646	0.11608	0.081941	0.169475	0.192637	0.050025	0.161954	0.110927	0.166336	0.0476	0.076823	0.033678	0.023667	0.043462
FAM43A	0.015256	0.070934	0.061337	0.030784	0.10574	0.790447	1.0	0.770981	0.010152	0.0	0.015934	0.181772	0.05323	0.028346	0.054256	0.053714	0.005685	0.010142	0.061154	0.054016	0.018472	0.055934	0.022695	0.243674	0.029726	0.053995	0.097804	0.110989	0.100322	0.066152	0.075424	0.001968	0.002289	0.008661
FAM50A	0.083527	0.064123	0.144298	0.259427	0.23172	0.265986	0.201394	0.321355	0.0	0.239499	0.316809	0.260724	0.470733	0.44647	0.294655	0.173648	0.050993	0.432372	0.110816	0.123668	0.26115	0.175183	0.170212	0.388005	0.61936	0.784984	0.585047	0.913129	0.327711	0.339321	0.456148	0.117274	0.298037	0.211909
FAM64A	0.10396	0.003253	0.0	0.00023	0.011281	0.175688	0.430186	0.144618	0.006083	0.072378	0.007907	0.054998	0.237473	0.046334	0.043991	0.024853	0.22619	0.026829	0.000627	0.174084	1.0	0.031954	0.193806	0.164229	0.238683	0.026784	0.037011	0.046839	0.083307	0.105493	0.296365	0.000571	0.000139	0.001089
FAM69B	0.001793	0.226379	0.01933	3.4e-05	0.000974	1.0	0.634722	0.728942	0.003154	0.007855	0.007278	0.052722	0.000498	0.003327	0.003425	0.000467	0.003581	3.9e-05	2.8e-05	0.078567	0.005817	0.0	0.001442	0.05942	0.011975	0.006684	0.006912	0.06418	0.016962	0.006421	0.003539	0.001483	0.000792	0.000659
FARSB	0.248005	0.136102	0.108502	0.078445	0.082581	0.256798	0.422163	0.084414	0.295582	0.086466	0.212627	0.193367	0.44848	0.087954	0.20578	0.136023	0.497417	0.097165	0.0	0.201017	0.372267	0.149162	0.614714	0.20316	0.140286	0.054794	0.107254	0.072863	0.118702	0.117914	0.150708	0.169115	0.1024	0.101621
FASLG	1.4e-05	0.001657	0.001523	2.3e-05	1.0	3e-06	0.000114	5e-06	7.8e-05	1.6e-05	2e-06	0.000113	1.6e-05	1.2e-05	4.8e-05	1.1e-05	0.000125	0.0	0.000133	5e-05	0.000331	2.1e-05	2.2e-05	2.1e-05	1.2e-05	1.3e-05	1.1e-05	1.6e-05	9e-06	2.5e-05	2.2e-05	0.00058	0.0122	0.189854
FASN	0.049869	0.00639	0.010822	0.008501	0.02242	0.149506	0.171364	0.080386	0.197621	0.125316	0.154917	0.173722	0.027694	0.250846	0.096379	0.448893	0.530861	0.018363	0.0	0.245921	1.0	0.163753	0.416698	0.060407	0.134186	0.118493	0.113629	0.093905	0.333136	0.331569	0.373097	0.011883	0.031914	0.026757
FAT4	0.189773	0.000607	4.5e-05	0.0	0.151634	0.681009	0.214878	0.845119	0.061156	0.036976	0.02299	0.380444	0.112465	0.163727	0.36585	1.0	0.017703	0.0	1e-06	0.015215	0.093342	0.349138	0.188444	0.095431	0.239298	0.268405	0.122126	0.207196	0.394443	0.229089	0.086372	0.001558	7e-06	0.000656
FBLN2	0.062528	0.007401	0.027609	0.000126	0.000874	0.013574	0.001129	0.0092	0.002191	0.004862	0.012263	0.90919	0.608044	0.240303	0.714548	0.748784	0.002697	2.2e-05	0.0	0.000959	0.018313	0.060293	0.182876	0.221649	0.644048	0.717608	0.415877	1.0	0.395112	0.572369	0.075736	6.1e-05	1e-06	0.000682
FBLN5	0.040906	0.000617	0.000338	0.0	0.001661	0.004987	0.003901	0.00165	0.00783	0.001244	0.000259	0.276157	1.0	0.037005	0.166862	0.342329	0.002131	0.00077	0.001069	0.016051	0.240991	0.035716	0.073782	0.016172	0.035521	0.033335	0.077342	0.050222	0.096975	0.075147	0.051327	0.012363	0.010031	0.00668
FBN1	0.438675	1.4e-05	4.4e-05	0.0	7.3e-05	0.024569	0.006361	0.024313	0.005231	0.134485	0.00261	0.211289	0.160157	0.089043	0.822159	0.245042	0.00064	6e-06	0.000514	0.012356	0.039531	0.481943	0.288183	0.317994	0.346391	0.280697	0.200657	0.26158	1.0	0.247184	0.144459	0.000116	7e-06	8.6e-05
FBN2	0.172895	6e-05	4e-06	0.030361	0.0	0.04776	0.002896	0.025548	0.061521	0.038742	0.088874	0.010836	0.045474	0.059842	0.040394	1.0	0.059842	0.000272	0.009317	0.031485	0.095354	0.029115	0.066979	0.006555	0.014988	0.017511	0.184423	0.039101	0.140995	0.053905	0.122718	1.8e-05	0.0	1e-06
